# PROC_ID PARCEL_ID CellI X Y Z p Ux Uy Uz T C3H8 CO2 H2O N2 O2 largest_pointer wherePositive largest_pointerWP
2.000000e+00 9.000000e+01 9.110000e+02 6.715720e-02 1.755020e-02 5.000000e-04 1.022740e+05 1.559880e+01 1.451170e+00 0.000000e+00 2.919660e+02 2.399400e-01 4.354090e-12 2.376450e-12 5.852460e-01 1.748140e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 8.900000e+01 7.540000e+02 6.613040e-02 1.440720e-02 5.000000e-04 1.022480e+05 1.439840e+01 -3.066920e+00 0.000000e+00 2.936890e+02 2.758240e-01 8.208410e-12 4.480120e-12 5.576160e-01 1.665610e-01 1.100000e+01 0.000000e+00 0.000000e+00
2.000000e+00 8.800000e+01 7.010000e+02 6.518990e-02 1.317380e-02 5.000000e-04 1.022270e+05 1.418920e+01 -3.657690e+00 0.000000e+00 2.931010e+02 2.847050e-01 8.362470e-12 4.564200e-12 5.507770e-01 1.645180e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 8.700000e+01 6.480000e+02 6.465400e-02 1.268290e-02 5.000000e-04 1.022130e+05 1.403440e+01 -2.527520e+00 0.000000e+00 2.930370e+02 3.083220e-01 7.972340e-12 4.351270e-12 5.325920e-01 1.590860e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 9.100000e+01 9.630000e+02 6.705610e-02 1.866180e-02 5.000000e-04 1.022660e+05 1.562550e+01 2.644930e+00 0.000000e+00 2.913180e+02 2.380380e-01 2.340060e-12 1.277200e-12 5.867100e-01 1.752510e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 8.600000e+01 6.470000e+02 6.376270e-02 1.239830e-02 5.000000e-04 1.022010e+05 1.358990e+01 -1.180880e+00 0.000000e+00 2.920290e+02 3.103780e-01 1.263270e-11 6.894900e-12 5.310090e-01 1.586130e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.400000e+01 3.970000e+02 7.344370e-02 7.876720e-03 5.000000e-04 1.023170e+05 2.074550e+01 4.213950e+00 0.000000e+00 2.983210e+02 1.766910e-01 4.306830e-11 2.350650e-11 6.339480e-01 1.893610e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 9.200000e+01 9.620000e+02 6.692420e-02 1.850240e-02 5.000000e-04 1.022610e+05 1.652980e+01 2.452180e+00 0.000000e+00 2.895090e+02 2.034690e-01 3.236530e-12 1.766480e-12 6.133290e-01 1.832020e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.300000e+01 3.440000e+02 7.261680e-02 6.958150e-03 5.000000e-04 1.023030e+05 2.132190e+01 3.657010e+00 0.000000e+00 3.003540e+02 1.411440e-01 5.779480e-11 3.154420e-11 6.613190e-01 1.975370e-01 7.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.200000e+01 2.910000e+02 7.119850e-02 5.890490e-03 5.000000e-04 1.022940e+05 2.081380e+01 2.647750e+00 0.000000e+00 2.996070e+02 9.366050e-02 4.432260e-11 2.419110e-11 6.978810e-01 2.084580e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 6.800000e+01 2.800000e+01 6.832630e-02 0.000000e+00 5.000000e-04 1.022550e+05 1.950430e+01 2.057100e-01 0.000000e+00 2.879770e+02 3.298160e-03 2.314220e-13 1.263090e-13 7.674600e-01 2.292410e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 6.900000e+01 8.000000e+01 6.831640e-02 1.506930e-03 5.000000e-04 1.022550e+05 1.953590e+01 5.579300e-01 0.000000e+00 2.882090e+02 8.937590e-03 1.671650e-12 9.123790e-13 7.631180e-01 2.279440e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.000000e+01 1.320000e+02 6.832780e-02 2.783140e-03 5.000000e-04 1.022530e+05 1.940660e+01 1.068970e+00 0.000000e+00 2.894140e+02 2.232780e-02 7.289960e-12 3.978830e-12 7.528080e-01 2.248650e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.100000e+01 2.370000e+02 6.966850e-02 4.890500e-03 5.000000e-04 1.022610e+05 2.090540e+01 2.117160e+00 0.000000e+00 3.008620e+02 5.735410e-02 4.721730e-11 2.577100e-11 7.258370e-01 2.168090e-01 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.500000e+01 3.400000e+02 6.867500e-02 6.340320e-03 5.000000e-04 1.022500e+05 2.375370e+01 5.720490e-01 0.000000e+00 3.146900e+02 1.872360e-01 2.058930e-10 1.123750e-10 6.258280e-01 1.869360e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 9.300000e+01 9.620000e+02 6.668590e-02 1.820390e-02 5.000000e-04 1.022610e+05 1.652980e+01 2.452180e+00 0.000000e+00 2.895090e+02 2.034690e-01 3.236530e-12 1.766480e-12 6.133290e-01 1.832020e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.600000e+01 6.420000e+02 5.865960e-02 1.206200e-02 5.000000e-04 1.021710e+05 1.192570e+01 4.903970e+00 0.000000e+00 2.959870e+02 3.135460e-01 4.011680e-10 2.189560e-10 5.285700e-01 1.578850e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 9.400000e+01 9.090000e+02 6.585800e-02 1.785930e-02 5.000000e-04 1.022580e+05 1.841340e+01 1.435970e+00 0.000000e+00 2.898240e+02 1.804260e-01 9.667820e-12 5.276660e-12 6.310720e-01 1.885020e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.130000e+02 2.840000e+02 6.461940e-02 5.880190e-03 5.000000e-04 1.022290e+05 2.022600e+01 1.124380e+00 0.000000e+00 3.142520e+02 1.034420e-01 5.930610e-10 3.236900e-10 6.903500e-01 2.062080e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.120000e+02 2.330000e+02 6.500710e-02 4.979760e-03 5.000000e-04 1.022350e+05 2.056050e+01 9.460100e-01 0.000000e+00 3.046960e+02 6.404630e-02 2.152880e-10 1.175030e-10 7.206840e-01 2.152690e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.110000e+02 1.810000e+02 6.504130e-02 3.906780e-03 5.000000e-04 1.022360e+05 2.084560e+01 9.473880e-01 0.000000e+00 2.939940e+02 3.866020e-02 9.483260e-11 5.175920e-11 7.402320e-01 2.211080e-01 7.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.140000e+02 3.360000e+02 6.430140e-02 6.071100e-03 5.000000e-04 1.022300e+05 2.004040e+01 9.715710e-01 0.000000e+00 3.163640e+02 1.463250e-01 7.054810e-10 3.850490e-10 6.573300e-01 1.963450e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.100000e+02 1.800000e+02 6.492680e-02 3.328540e-03 5.000000e-04 1.022290e+05 2.094890e+01 5.685340e-01 0.000000e+00 2.941040e+02 4.563800e-02 1.601580e-10 8.741380e-11 7.348590e-01 2.195030e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.090000e+02 1.280000e+02 6.472040e-02 2.403780e-03 5.000000e-04 1.022270e+05 2.091110e+01 5.369390e-01 0.000000e+00 2.898210e+02 2.080990e-02 5.231600e-11 2.855380e-11 7.539760e-01 2.252140e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.080000e+02 7.600000e+01 6.456360e-02 1.419510e-03 5.000000e-04 1.022280e+05 2.075700e+01 1.791950e-01 0.000000e+00 2.882900e+02 6.408280e-03 9.722910e-12 5.306720e-12 7.650660e-01 2.285260e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.070000e+02 2.400000e+01 6.446790e-02 9.019290e-04 5.000000e-04 1.022270e+05 2.068110e+01 1.624480e-01 0.000000e+00 2.879960e+02 1.118760e-03 1.110200e-12 6.059400e-13 7.691390e-01 2.297430e-01 1.100000e+01 0.000000e+00 0.000000e+00
2.000000e+00 1.060000e+02 2.400000e+01 6.440060e-02 0.000000e+00 5.000000e-04 1.022270e+05 2.068110e+01 1.624480e-01 0.000000e+00 2.879960e+02 1.118760e-03 1.110200e-12 6.059400e-13 7.691390e-01 2.297430e-01 1.100000e+01 0.000000e+00 0.000000e+00
2.000000e+00 1.150000e+02 2.840000e+02 6.418230e-02 5.182550e-03 5.000000e-04 1.022290e+05 2.022600e+01 1.124380e+00 0.000000e+00 3.142520e+02 1.034420e-01 5.930610e-10 3.236900e-10 6.903500e-01 2.062080e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.180000e+02 2.310000e+02 6.303220e-02 4.720050e-03 5.000000e-04 1.022200e+05 2.109560e+01 5.173170e-01 0.000000e+00 3.029260e+02 9.190060e-02 5.429680e-10 2.963500e-10 6.992370e-01 2.088630e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.700000e+01 7.420000e+02 5.477960e-02 1.468170e-02 5.000000e-04 1.021530e+05 1.496420e+01 2.671660e+00 0.000000e+00 3.080200e+02 3.230570e-01 3.779620e-10 2.062900e-10 5.212460e-01 1.556970e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.160000e+02 1.780000e+02 6.216490e-02 3.003420e-03 5.000000e-04 1.022070e+05 2.114880e+01 2.689140e-03 0.000000e+00 2.948220e+02 7.503790e-02 3.865850e-10 2.109960e-10 7.122210e-01 2.127410e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.280000e+02 9.060000e+02 6.253290e-02 1.728370e-02 5.000000e-04 1.021950e+05 2.184320e+01 -8.573630e-01 0.000000e+00 2.911620e+02 1.495550e-01 3.040590e-11 1.659540e-11 6.548430e-01 1.956020e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.270000e+02 9.060000e+02 6.215480e-02 1.729490e-02 5.000000e-04 1.021950e+05 2.184320e+01 -8.573630e-01 0.000000e+00 2.911620e+02 1.495550e-01 3.040590e-11 1.659540e-11 6.548430e-01 1.956020e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.170000e+02 1.250000e+02 6.103050e-02 2.962590e-03 5.000000e-04 1.021990e+05 2.092380e+01 -6.281310e-02 0.000000e+00 2.903660e+02 4.826380e-02 2.052600e-10 1.120300e-10 7.328370e-01 2.188990e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.290000e+02 9.050000e+02 6.177210e-02 1.789420e-02 5.000000e-04 1.021780e+05 2.218090e+01 -1.026990e+00 0.000000e+00 2.933720e+02 1.868620e-01 5.508350e-11 3.006430e-11 6.261160e-01 1.870220e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.260000e+02 9.040000e+02 6.060190e-02 1.791330e-02 5.000000e-04 1.021690e+05 2.225880e+01 -1.864110e-02 0.000000e+00 2.974450e+02 2.474170e-01 8.737600e-11 4.768950e-11 5.794890e-01 1.730940e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.300000e+02 9.560000e+02 6.028800e-02 1.872840e-02 5.000000e-04 1.021760e+05 2.204640e+01 1.245320e-01 0.000000e+00 2.909900e+02 1.344990e-01 4.102250e-11 2.238990e-11 6.664350e-01 1.990650e-01 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 9.500000e+01 1.007000e+03 5.929150e-02 1.958930e-02 5.000000e-04 1.021790e+05 2.059770e+01 1.764240e+00 0.000000e+00 2.893770e+02 1.003100e-01 2.239820e-11 1.222480e-11 6.927610e-01 2.069290e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.310000e+02 1.006000e+03 5.856060e-02 1.929550e-02 5.000000e-04 1.021670e+05 2.091980e+01 2.754000e+00 0.000000e+00 2.899430e+02 1.063430e-01 3.324730e-11 1.814620e-11 6.881160e-01 2.055410e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 8.500000e+01 9.000000e+02 5.689860e-02 1.769830e-02 5.000000e-04 1.021580e+05 2.041860e+01 4.841070e+00 0.000000e+00 3.054530e+02 2.562270e-01 1.859440e-10 1.014880e-10 5.727050e-01 1.710680e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.520000e+02 3.320000e+02 6.083810e-02 6.667710e-03 5.000000e-04 1.022050e+05 2.264480e+01 6.277930e-01 0.000000e+00 3.231230e+02 1.434030e-01 1.718270e-09 9.378270e-10 6.595800e-01 1.970170e-01 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 8.100000e+01 4.350000e+02 5.950320e-02 8.584090e-03 5.000000e-04 1.021860e+05 2.015060e+01 4.070540e+00 0.000000e+00 3.230030e+02 1.809830e-01 2.349720e-09 1.282470e-09 6.306430e-01 1.883740e-01 7.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.510000e+02 3.320000e+02 6.049400e-02 6.193870e-03 5.000000e-04 1.022050e+05 2.264480e+01 6.277930e-01 0.000000e+00 3.231230e+02 1.434030e-01 1.718270e-09 9.378270e-10 6.595800e-01 1.970170e-01 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.500000e+02 2.790000e+02 5.994940e-02 5.156650e-03 5.000000e-04 1.021790e+05 2.279580e+01 -4.467580e-01 0.000000e+00 3.203230e+02 1.206930e-01 1.300860e-09 7.100030e-10 6.770660e-01 2.022410e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.250000e+02 8.460000e+02 5.484260e-02 1.646400e-02 5.000000e-04 1.021550e+05 1.875230e+01 3.567910e+00 0.000000e+00 3.094180e+02 2.531550e-01 2.958200e-10 1.614570e-10 5.750710e-01 1.717740e-01 6.000000e+00 0.000000e+00 0.000000e+00
