# PROC_ID	PARCEL_ID	CellI	X	Y	Z	p	Ux	Uy	Uz	T	C3H8	CO2	H2O	N2	O2
2	73	497	0.121204	0.00945536	0.0005	105041	25.9399	-2.97471	0	288.947	0.23655	1.39026e-10	7.58801e-11	0.587856	0.175595
2	72	393	0.121064	0.00787509	0.0005	105041	25.7806	-2.54305	0	288.239	0.186858	1.20951e-10	6.60144e-11	0.626119	0.187024
2	74	701	0.117319	0.0132519	0.0005	105076	22.2259	-0.817579	0	289.471	0.260205	9.35426e-11	5.10552e-11	0.569641	0.170153
2	75	599	0.119554	0.0110544	0.0005	105049	24.6755	-1.85788	0	289.58	0.240146	1.89667e-10	1.03519e-10	0.585087	0.174767
2	71	391	0.119546	0.00796001	0.0005	105038	25.028	-1.61415	0	288.097	0.113662	3.15357e-10	1.72121e-10	0.682479	0.203859
2	70	284	0.116574	0.00513913	0.0005	105053	24.5929	0.527895	0	288.094	0.0569068	2.97243e-10	1.62234e-10	0.726182	0.216911
2	68	24	0.116932	0	0.0005	105067	25.4904	-0.00533665	0	288.765	0.00534237	5.5576e-12	3.03332e-12	0.765886	0.228771
2	69	128	0.116804	0.00264332	0.0005	105065	25.3761	0.0231406	0	288.362	0.0199093	4.30876e-11	2.3517e-11	0.75467	0.225421
2	112	440	0.116347	0.00881234	0.0005	105044	25.2915	0.805314	0	289.831	0.140755	9.14218e-10	4.98976e-10	0.661618	0.197626
2	111	387	0.115732	0.00735485	0.0005	105056	25.0698	1.41885	0	289.756	0.0992788	1.22893e-09	6.70743e-10	0.693556	0.207165
2	113	492	0.116389	0.00930413	0.0005	105046	25.5942	0.801118	0	290.705	0.186247	9.15905e-10	4.99897e-10	0.62659	0.187163
2	110	283	0.115387	0.00586855	0.0005	105063	24.9956	0.653793	0	288.702	0.0616568	6.26041e-10	3.41691e-10	0.722525	0.215818
2	114	492	0.116055	0.00917639	0.0005	105046	25.5942	0.801118	0	290.705	0.186247	9.15905e-10	4.99897e-10	0.62659	0.187163
2	109	179	0.115019	0.00382239	0.0005	105072	25.4037	0.171622	0	288.499	0.0368552	1.88837e-10	1.03066e-10	0.741622	0.221523
2	115	387	0.115379	0.00796071	0.0005	105056	25.0698	1.41885	0	289.756	0.0992788	1.22893e-09	6.70743e-10	0.693556	0.207165
2	108	126	0.114887	0.00203836	0.0005	105088	25.5828	0.175437	0	288.917	0.0265543	1.37983e-10	7.53104e-11	0.749554	0.223892
2	107	74	0.114795	0.00129509	0.0005	105090	25.6992	0.0933117	0	288.875	0.0124537	4.51755e-11	2.46566e-11	0.760411	0.227135
2	106	22	0.114652	0	0.0005	105091	25.6705	0.0262564	0	288.856	0.00569619	1.30472e-11	7.12112e-12	0.765614	0.22869
2	118	334	0.114384	0.00610124	0.0005	105074	25.429	1.057	0	290.773	0.089596	1.93727e-09	1.05735e-09	0.701012	0.209392
2	116	177	0.113395	0.00324884	0.0005	105104	25.7606	0.226953	0	289.942	0.0553352	5.79942e-10	3.1653e-10	0.727393	0.217272
2	152	333	0.113429	0.00679502	0.0005	105096	26.1765	0.829956	0	294.383	0.112923	3.68409e-09	2.01076e-09	0.683051	0.204026
2	89	541	0.113796	0.0105011	0.0005	105087	25.8742	2.65784	0	300.047	0.232062	2.1928e-09	1.19682e-09	0.591313	0.176625
2	151	280	0.112634	0.00536134	0.0005	105123	26.3049	0.221211	0	295.241	0.1026	3.42102e-09	1.86718e-09	0.690999	0.206401
