# PROC_ID	PARCEL_ID	CellI	X	Y	Z	p	Ux	Uy	Uz	T	C3H8	CO2	H2O	N2	O2
2	60	2473	-0.0239999	0.012	0.0005	101248	11.6091	0.0474757	0	287.579	1	3.43968e-43	1.87736e-43	0	6.48702e-29
2	61	2454	-0.00471192	0.0127875	0.0005	102120	16.7088	-0.20272	0	287.962	1	1.18515e-22	6.46852e-23	2.73631e-07	8.17339e-08
2	62	2477	-0.0025828	0.0134408	0.0005	102306	18.8839	-1.05352	0	287.977	0.999997	1.11266e-21	6.07285e-22	2.44261e-06	7.29612e-07
2	63	2502	-0.00240097	0.0141038	0.0005	102296	18.5091	-0.0757418	0	287.976	1	1.17689e-22	6.42342e-23	2.39717e-07	7.16036e-08
2	64	2502	-0.00241886	0.014783	0.0005	102296	18.5091	-0.0757418	0	287.976	1	1.17689e-22	6.42342e-23	2.39717e-07	7.16036e-08
2	65	2527	-0.00263754	0.0154684	0.0005	102299	18.2648	-0.463994	0	287.977	0.999996	1.35677e-21	7.4052e-22	2.87942e-06	8.60086e-07
2	66	2554	-0.00473928	0.01619	0.0005	102135	16.4181	0.0553868	0	287.968	1	5.50645e-23	3.0054e-23	1.01659e-07	3.03657e-08
2	67	2573	-0.0239999	0.017	0.0005	101230	11.6163	-0.0507597	0	287.577	1	8.86634e-44	4.83921e-44	0	1.51422e-29
2	98	2473	-0.0239999	0.012	0.0005	101248	11.6091	0.0474757	0	287.579	1	3.43968e-43	1.87736e-43	0	6.48702e-29
2	99	2457	-0.00719721	0.0127879	0.0005	101874	16.4587	0.0820545	0	287.939	1	1.00107e-25	5.46379e-26	2.03029e-10	6.06493e-11
2	100	2480	-0.0054078	0.0134702	0.0005	102044	17.7721	-0.0508474	0	287.954	1	1.08297e-24	5.91082e-25	2.3697e-09	7.07838e-10
2	101	2505	-0.00526364	0.0141473	0.0005	102050	18.1407	-0.145017	0	287.955	1	3.94691e-26	2.15421e-26	7.4266e-11	2.21869e-11
2	102	2505	-0.00526838	0.0148269	0.0005	102050	18.1407	-0.145017	0	287.955	1	3.94691e-26	2.15421e-26	7.4266e-11	2.21869e-11
2	103	2530	-0.00542131	0.0155095	0.0005	102052	17.7272	-0.0404064	0	287.957	1	3.14849e-25	1.71843e-25	4.36387e-10	1.30353e-10
2	104	2557	-0.00720675	0.0162059	0.0005	101880	16.2918	-0.106708	0	287.941	1	2.31229e-26	1.26204e-26	2.897e-11	8.65762e-12
2	105	2573	-0.0239999	0.017	0.0005	101230	11.6163	-0.0507597	0	287.577	1	8.86634e-44	4.83921e-44	0	1.51422e-29
2	136	2473	-0.0239999	0.012	0.0005	101248	11.6091	0.0474757	0	287.579	1	3.43968e-43	1.87736e-43	0	6.48702e-29
2	137	2459	-0.00973342	0.0127808	0.0005	101743	15.9914	0.0673021	0	287.917	1	5.83511e-28	3.18478e-28	9.69669e-13	2.93441e-13
2	138	2483	-0.00820278	0.0134704	0.0005	101806	17.4729	0.0347337	0	287.92	1	5.69694e-28	3.10937e-28	9.31477e-13	2.83079e-13
2	139	2508	-0.00810658	0.0141545	0.0005	101804	17.3987	0.012141	0	287.918	1	2.00451e-29	1.09405e-29	1.42109e-14	7.88373e-15
2	140	2508	-0.00810772	0.0148395	0.0005	101804	17.3987	0.012141	0	287.918	1	2.00451e-29	1.09405e-29	1.42109e-14	7.88373e-15
2	141	2533	-0.00820589	0.0155245	0.0005	101804	17.4317	-0.0658441	0	287.92	1	1.38681e-28	7.56916e-29	1.3467e-13	4.40312e-14
