# PROC_ID	PARCEL_ID	CellI	X	Y	Z	p	Ux	Uy	Uz	T	C3H8	CO2	H2O	N2	O2
2	61	435	0.111045	0.00869034	0.0005	106373	31.6002	-1.477	0	325.197	0.126345	2.61643e-06	1.42803e-06	0.672715	0.200936
2	100	639	0.107719	0.0123519	0.0005	106389	29.4378	-0.246577	0	320.965	0.17969	6.57514e-05	3.58869e-05	0.631623	0.188586
2	290	733	0.0970746	0.0149485	0.0005	106256	31.9015	5.57225	0	382.017	0.124971	0.0188851	0.0103074	0.668917	0.17692
2	251	368	0.096823	0.00713879	0.0005	106223	30.981	2.5524	0	320.622	0.0884939	0.00689956	0.00376575	0.700086	0.200754
2	253	835	0.0959538	0.0162194	0.0005	106284	32.6743	5.44961	0	383.503	0.166707	0.0109035	0.00595108	0.63883	0.177608
2	101	1198	0.0940516	0.0232575	0.0005	106349	19.7872	4.89503	0	300.559	0.182255	3.31817e-05	1.81104e-05	0.629655	0.188039
2	214	575	0.0958186	0.0117971	0.0005	106154	35.234	7.89133	0	981.507	0.0907384	0.11791	0.0643547	0.66978	0.0572171
2	138	1094	0.0940411	0.0215358	0.0005	106260	20.0958	5.94791	0	314.434	0.166645	0.000276417	0.000150867	0.641614	0.191313
2	137	1145	0.0935829	0.0224769	0.0005	106314	19.5176	4.95197	0	309.664	0.175151	0.000199133	0.000108686	0.635084	0.189457
2	215	678	0.0946564	0.0139149	0.0005	106068	33.6759	6.59686	0	651.78	0.13097	0.0985001	0.0537609	0.643796	0.0729724
2	177	1145	0.0932143	0.0222202	0.0005	106314	19.5176	4.95197	0	309.664	0.175151	0.000199133	0.000108686	0.635084	0.189457
2	176	1144	0.092893	0.0225744	0.0005	106319	19.3025	4.42171	0	312.246	0.175756	0.000353195	0.000192772	0.634579	0.18912
2	213	781	0.0930007	0.0152907	0.0005	106242	28.8515	5.51749	0	416.333	0.1559	0.0367852	0.0200772	0.640492	0.146746
2	252	728	0.0929712	0.0144397	0.0005	106125	30.9557	0.918341	0	483.283	0.168796	0.0620576	0.0338708	0.624057	0.111218
2	99	936	0.0924833	0.0188174	0.0005	106217	26.2133	1.9645	0	387.323	0.218341	0.011588	0.00632469	0.598898	0.164848
2	63	1754	0.0787356	0.0338993	0.0005	106395	12.4009	9.82057	0	327.825	0.314919	0.0109045	0.00595165	0.524674	0.143551
2	62	1962	0.0784884	0.0373338	0.0005	106545	15.1594	12.158	0	317.712	0.325151	0.0034086	0.0018604	0.51875	0.15083
2	103	1970	0.0863753	0.0372781	0.0005	106685	16.1663	-2.85495	0	290.231	0.174919	3.25878e-07	1.77863e-07	0.635314	0.189766
2	64	1240	0.0847209	0.0236227	0.0005	106110	20.7822	2.7229	0	427.501	0.247734	0.0429989	0.0234686	0.568177	0.117622
2	65	2014	0.0780911	0.038494	0.0005	106528	16.3305	12.5019	0	320.038	0.333182	0.00314987	0.00171919	0.512635	0.149314
2	102	2270	0.0745794	0.0439573	0.0005	106612	15.27	7.39249	0	320.374	0.345191	0.00100439	0.000548193	0.503945	0.149311
2	66	1805	0.0776236	0.0348458	0.0005	106408	13.3471	10.8815	0	350.465	0.334658	0.0141926	0.00774625	0.508612	0.134791
2	104	2464	0.0602861	0.0474213	0.0005	106799	-7.0673	3.71067	0	322.659	0.22045	0.00052769	0.000288011	0.600123	0.178612
2	141	2466	0.0625052	0.0471839	0.0005	106775	-2.51633	3.67876	0	317.883	0.222958	0.000430531	0.000234982	0.598218	0.178159
2	140	2417	0.0658357	0.0469003	0.0005	106850	2.45208	5.41562	0	326.562	0.268368	0.000649356	0.000354416	0.563195	0.167433
2	139	2419	0.0677206	0.0468173	0.0005	106850	6.1595	4.56373	0	323.879	0.283885	0.000401378	0.00021907	0.551312	0.164183
2	179	2473	0.0692119	0.0471732	0.0005	106763	8.70681	2.87228	0	309.218	0.220785	4.41282e-05	2.4085e-05	0.599992	0.179155
2	178	2509	0.0537467	0.0481982	0.0005	106793	-17.6408	1.11136	0	315.701	0.165179	0.000225128	0.000122874	0.642758	0.191715
2	175	1909	0.0770085	0.0364384	0.0005	106494	14.3201	11.8199	0	341.491	0.349086	0.00735969	0.00401689	0.49929	0.140248
2	216	2065	0.0772759	0.039577	0.0005	106373	17.5201	12.0401	0	332.678	0.347046	0.00396485	0.002164	0.501749	0.145076
2	142	2461	0.0577216	0.0470286	0.0005	106801	-13.8215	3.18927	0	329.574	0.213384	0.000574218	0.000313406	0.605551	0.180178
2	217	1701	0.0774062	0.0324795	0.0005	106379	14.1028	9.31013	0	385.007	0.312196	0.0279171	0.015237	0.522342	0.122308
2	180	1088	0.0885854	0.0201691	0.0005	106278	29.6154	1.08205	0	462.431	0.277835	0.0443485	0.0242052	0.544651	0.10896
2	254	1597	0.0778369	0.0303612	0.0005	106440	15.1991	6.66809	0	513.898	0.266077	0.0641747	0.0350263	0.548459	0.0862632
2	291	2164	0.0721144	0.0418274	0.0005	106519	18.0529	8.5953	0	396.083	0.243183	0.0087903	0.00479771	0.580471	0.162759
2	255	2215	0.0716368	0.042908	0.0005	106635	16.8454	8.04095	0	384.437	0.237368	0.00706309	0.00385501	0.585397	0.166317
2	218	2266	0.0700766	0.0439862	0.0005	106761	14.3674	6.96711	0	359.079	0.259046	0.00457154	0.00249513	0.569352	0.164535
