# PROC_ID PARCEL_ID CellI X Y Z p Ux Uy Uz T C3H8 CO2 H2O N2 O2 largest_pointer wherePositive largest_pointerWP
2.000000e+00 6.800000e+01 2.013000e+03 -1.352640e-02 0.000000e+00 5.000000e-04 1.010170e+05 2.537360e+01 -2.614690e-02 0.000000e+00 2.877210e+02 9.313500e-34 1.917270e-43 1.046440e-43 7.700000e-01 2.300000e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 6.900000e+01 2.013000e+03 -1.352470e-02 7.794410e-04 5.000000e-04 1.010170e+05 2.537360e+01 -2.614690e-02 0.000000e+00 2.877210e+02 9.313500e-34 1.917270e-43 1.046440e-43 7.700000e-01 2.300000e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.000000e+01 2.038000e+03 -1.352370e-02 1.570890e-03 5.000000e-04 1.010190e+05 2.538090e+01 2.897360e-02 0.000000e+00 2.877200e+02 3.918130e-32 7.721810e-42 4.214530e-42 7.700000e-01 2.300000e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.100000e+01 2.063000e+03 -1.352220e-02 2.345460e-03 5.000000e-04 1.010200e+05 2.539010e+01 -2.699930e-02 0.000000e+00 2.877240e+02 2.350480e-30 4.227560e-40 2.307390e-40 7.700000e-01 2.300000e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.200000e+01 2.088000e+03 -1.352010e-02 3.136190e-03 5.000000e-04 1.010220e+05 2.541410e+01 2.718030e-02 0.000000e+00 2.877200e+02 2.449380e-28 4.155110e-38 2.267840e-38 7.700000e-01 2.300000e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.300000e+01 2.088000e+03 -1.351770e-02 3.915630e-03 5.000000e-04 1.010220e+05 2.541410e+01 2.718030e-02 0.000000e+00 2.877200e+02 2.449380e-28 4.155110e-38 2.267840e-38 7.700000e-01 2.300000e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.400000e+01 2.113000e+03 -1.351450e-02 4.691690e-03 5.000000e-04 1.010220e+05 2.543310e+01 -4.318460e-02 0.000000e+00 2.877240e+02 1.665650e-26 2.837280e-36 1.548570e-36 7.700000e-01 2.300000e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.500000e+01 2.138000e+03 -1.351000e-02 5.484100e-03 5.000000e-04 1.010220e+05 2.547720e+01 8.931660e-03 0.000000e+00 2.877220e+02 1.144280e-24 1.965090e-34 1.072540e-34 7.700000e-01 2.300000e-01 5.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.600000e+01 2.163000e+03 -1.350730e-02 6.253240e-03 5.000000e-04 1.010210e+05 2.549560e+01 -8.444340e-02 0.000000e+00 2.877220e+02 8.567980e-23 1.592920e-32 8.694100e-33 7.700000e-01 2.300000e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 7.700000e+01 2.188000e+03 -1.349970e-02 7.043110e-03 5.000000e-04 1.010240e+05 2.556170e+01 -2.993130e-02 0.000000e+00 2.877190e+02 5.329500e-21 1.062660e-30 5.799960e-31 7.700000e-01 2.300000e-01 8.000000e+00 0.000000e+00 0.000000e+00
