# PROC_ID	PARCEL_ID	CellI	X	Y	Z	p	Ux	Uy	Uz	T	C3H8	CO2	H2O	N2	O2
2	60	2474	-0.0240317	0.012	0.0005	104296	10.8883	0.0344801	0	288.337	1	1.98757e-45	1.08481e-45	0	3.81705e-31
2	61	2470	-0.020275	0.0127318	0.0005	104241	9.47542	0.0671477	0	288.318	1	9.79899e-40	5.34825e-40	0	2.38817e-25
2	62	2494	-0.0198316	0.0134378	0.0005	104217	9.47315	0.0286498	0	288.295	1	1.38406e-39	7.55415e-40	0	3.40841e-25
2	63	2519	-0.0198284	0.0141453	0.0005	104221	9.4197	-0.000255766	0	288.296	1	4.29632e-41	2.34491e-41	0	9.58244e-27
2	64	2519	-0.0198284	0.0148547	0.0005	104221	9.4197	-0.000255766	0	288.296	1	4.29632e-41	2.34491e-41	0	9.58244e-27
2	65	2544	-0.0198316	0.0155623	0.0005	104227	9.48232	-0.0286617	0	288.296	1	6.17687e-40	3.37131e-40	0	1.32334e-25
2	66	2570	-0.0202747	0.0162683	0.0005	104255	9.49128	-0.069803	0	288.319	1	5.86081e-40	3.19881e-40	0	1.24818e-25
2	67	2574	-0.0240317	0.017	0.0005	104276	10.8939	-0.0487418	0	288.335	1	1.79424e-45	9.79289e-46	0	3.07688e-31
2	98	2474	-0.0242175	0.012	0.0005	104296	10.8883	0.0344801	0	288.337	1	1.98757e-45	1.08481e-45	0	3.81705e-31
2	99	2472	-0.0227163	0.0127203	0.0005	104283	10.1846	0.0587734	0	288.465	1	3.40385e-42	1.85781e-42	0	7.59261e-28
2	100	2497	-0.0224986	0.0134315	0.0005	104284	10.3238	0.00512993	0	288.465	1	1.96464e-43	1.07229e-43	0	4.09928e-29
2	101	2522	-0.0224974	0.0141435	0.0005	104281	10.2963	-0.0144829	0	288.466	1	6.02516e-45	3.28851e-45	0	1.14868e-30
2	102	2522	-0.0224974	0.0148564	0.0005	104281	10.2963	-0.0144829	0	288.466	1	6.02516e-45	3.28851e-45	0	1.14868e-30
2	103	2547	-0.0224985	0.0155686	0.0005	104281	10.3343	-0.0287378	0	288.465	1	7.59872e-44	4.14735e-44	0	1.35475e-29
2	104	2572	-0.0227163	0.0162799	0.0005	104279	10.2017	-0.0678886	0	288.465	1	1.22819e-42	6.70341e-43	0	2.31723e-28
2	105	2574	-0.0242175	0.017	0.0005	104276	10.8939	-0.0487418	0	288.335	1	1.79424e-45	9.79289e-46	0	3.07688e-31
