# PROC_ID	PARCEL_ID	CellI	X	Y	Z	p	Ux	Uy	Uz	T	C3H8	CO2	H2O	N2	O2
2	90	1080	0.0805918	0.0201452	0.0005	102692	11.4024	4.38551	0	292.857	0.183141	1.24924e-11	6.8183e-12	0.628981	0.187878
2	89	560	0.0801512	0.0107959	0.0005	102625	17.1597	-3.06019	0	297.672	0.278408	2.57814e-10	1.40714e-10	0.555626	0.165966
2	88	559	0.0794123	0.0104527	0.0005	102630	16.1225	-2.47308	0	297.161	0.279706	4.13695e-10	2.25793e-10	0.554627	0.165668
2	87	558	0.0783776	0.0108673	0.0005	102641	15.1036	-1.275	0	297.392	0.275708	9.71336e-10	5.30151e-10	0.557704	0.166588
2	91	1183	0.0799626	0.0229307	0.0005	102696	10.8819	4.67626	0	293.409	0.189548	6.00526e-12	3.27765e-12	0.624048	0.186404
2	86	659	0.075912	0.0126435	0.0005	102639	10.2304	3.39322	0	295.418	0.273357	1.22056e-09	6.66177e-10	0.559514	0.167129
2	74	622	0.09031	0.0117478	0.0005	102705	15.4073	2.43214	0	288.771	0.166935	3.44885e-11	1.88237e-11	0.641459	0.191606
2	92	1184	0.080038	0.0224458	0.0005	102700	10.3656	5.68571	0	293.312	0.194884	5.6576e-12	3.0879e-12	0.61994	0.185176
2	73	570	0.0907729	0.0102147	0.0005	102697	16.5118	2.18071	0	289.678	0.158585	5.23648e-11	2.85805e-11	0.647888	0.193527
2	72	466	0.0901834	0.00878378	0.0005	102683	17.0941	1.04226	0	289.616	0.130874	6.91564e-11	3.77453e-11	0.669227	0.199899
2	68	46	0.0860855	0	0.0005	102643	16.7536	0.10401	0	288.086	0.00469645	9.52524e-13	5.19884e-13	0.766384	0.22892
2	69	150	0.0860708	0.00210358	0.0005	102641	16.6868	0.618231	0	288.371	0.0182548	1.12976e-11	6.16618e-12	0.755944	0.225801
2	70	202	0.0861166	0.00392087	0.0005	102640	16.6704	0.887323	0	288.896	0.0329463	2.9817e-11	1.6274e-11	0.744631	0.222422
2	71	412	0.0886382	0.00744949	0.0005	102657	17.6565	2.30508	0	293.589	0.120778	1.54262e-10	8.41953e-11	0.677	0.202222
2	75	517	0.0893834	0.00999412	0.0005	102677	17.9292	2.84041	0	294.264	0.188424	1.24978e-10	6.82125e-11	0.624915	0.186662
2	93	1132	0.0801994	0.0215027	0.0005	102697	10.8508	5.21432	0	293.158	0.186926	8.92247e-12	4.86985e-12	0.626067	0.187007
2	76	861	0.0695473	0.016519	0.0005	102617	10.8271	3.51155	0	296.163	0.292278	7.12781e-10	3.89033e-10	0.544946	0.162776
2	94	1028	0.080245	0.0199325	0.0005	102687	11.7788	3.30619	0	292.628	0.182968	1.71911e-11	9.38286e-12	0.629114	0.187918
2	113	355	0.0836313	0.006289	0.0005	102629	18.8723	0.56258	0	311.193	0.154092	6.48479e-10	3.53937e-10	0.65135	0.194558
2	112	304	0.0840848	0.00581203	0.0005	102631	18.3984	1.80168	0	296.902	0.0696879	3.38749e-10	1.84888e-10	0.716341	0.213971
2	111	252	0.0841947	0.00499418	0.0005	102633	17.7533	1.34176	0	291.174	0.0481586	1.47742e-10	8.06369e-11	0.732918	0.218923
2	114	355	0.0832132	0.00637823	0.0005	102629	18.8723	0.56258	0	311.193	0.154092	6.48479e-10	3.53937e-10	0.65135	0.194558
2	110	251	0.0839631	0.00423755	0.0005	102633	18.1799	1.15416	0	293.014	0.0587373	3.10791e-10	1.69628e-10	0.724773	0.21649
2	109	147	0.0835494	0.00296292	0.0005	102637	17.5498	0.520477	0	288.678	0.0195768	4.85511e-11	2.6499e-11	0.754926	0.225497
2	108	95	0.0833306	0.00164887	0.0005	102638	17.6028	0.225061	0	288.251	0.007906	1.29828e-11	7.08596e-12	0.763912	0.228182
2	107	95	0.0832005	0.00106486	0.0005	102638	17.6028	0.225061	0	288.251	0.007906	1.29828e-11	7.08596e-12	0.763912	0.228182
2	106	43	0.0830979	0	0.0005	102639	17.495	0.1254	0	288.14	0.00286083	3.24586e-12	1.77158e-12	0.767797	0.229342
2	115	302	0.0829792	0.00564975	0.0005	102630	18.0341	0.313785	0	308.851	0.108801	8.22455e-10	4.48893e-10	0.686224	0.204975
2	118	250	0.082083	0.0049005	0.0005	102631	18.33	0.7002	0	296.746	0.0801589	5.86235e-10	3.19965e-10	0.708278	0.211563
2	77	912	0.0686951	0.0177675	0.0005	102623	12.6394	2.8349	0	299.877	0.25686	1.75922e-09	9.60174e-10	0.572216	0.170924
2	116	145	0.0812994	0.00296378	0.0005	102635	17.948	0.0818785	0	289.607	0.0404105	1.9542e-10	1.06659e-10	0.738884	0.220705
2	128	819	0.0794547	0.0156374	0.0005	102641	13.1762	-3.74196	0	293.404	0.224645	3.74962e-11	2.04653e-11	0.597023	0.178332
2	127	819	0.0792759	0.0154783	0.0005	102641	13.1762	-3.74196	0	293.404	0.224645	3.74962e-11	2.04653e-11	0.597023	0.178332
2	117	144	0.0800157	0.00272621	0.0005	102633	17.9588	-0.125864	0	290.421	0.0533521	2.8274e-10	1.54319e-10	0.72892	0.217728
2	129	871	0.0793246	0.0166759	0.0005	102652	13.4104	-2.5792	0	293.149	0.210577	3.98137e-11	2.17302e-11	0.607855	0.181568
2	126	870	0.0787471	0.0163039	0.0005	102638	14.4157	-3.10006	0	293.113	0.213435	6.13379e-11	3.3478e-11	0.605654	0.180911
2	130	922	0.0785975	0.0177839	0.0005	102642	14.8533	-2.28182	0	292.537	0.193372	6.24039e-11	3.40598e-11	0.621103	0.185525
