# Residuals   
# Time        	p             	Ux            	Uy            	h             	k             
0.029         	N/A           	N/A           	N/A           	N/A           	N/A           
0.029001      	6.215839e-03	3.093907e-04	6.327918e-04	2.531773e-04	2.359677e-04
0.029002      	6.022245e-03	3.082135e-04	6.286852e-04	3.603831e-04	2.284079e-04
0.029003      	6.054136e-03	3.084121e-04	6.279183e-04	3.469404e-04	2.261958e-04
0.029004      	5.959375e-03	3.092110e-04	6.288615e-04	3.491592e-04	2.255099e-04
0.029005      	5.715743e-03	3.102923e-04	6.305428e-04	3.463167e-04	2.252474e-04
0.029006      	5.436147e-03	3.116209e-04	6.326008e-04	3.401823e-04	2.251434e-04
0.029007      	5.180699e-03	3.128623e-04	6.345233e-04	3.343510e-04	2.252340e-04
0.029008      	4.997145e-03	3.137654e-04	6.360896e-04	3.301045e-04	2.255607e-04
0.029009      	4.919440e-03	3.143160e-04	6.368248e-04	3.270146e-04	2.260437e-04
0.02901       	4.931216e-03	3.145319e-04	6.368164e-04	3.250053e-04	2.266583e-04
0.029011      	4.977956e-03	3.144599e-04	6.363534e-04	3.238848e-04	2.274155e-04
0.029012      	5.019681e-03	3.142634e-04	6.355657e-04	3.228916e-04	2.281806e-04
0.029013      	5.014572e-03	3.140886e-04	6.348681e-04	3.219828e-04	2.290089e-04
0.029014      	4.986511e-03	3.140879e-04	6.343605e-04	3.200676e-04	2.298372e-04
0.029015      	4.945222e-03	3.140889e-04	6.339586e-04	3.181210e-04	2.306492e-04
0.029016      	4.903018e-03	3.141471e-04	6.337758e-04	3.165698e-04	2.314721e-04
0.029017      	4.841810e-03	3.144004e-04	6.338335e-04	3.146705e-04	2.323031e-04
0.029018      	4.767961e-03	3.147454e-04	6.340343e-04	3.130672e-04	2.332234e-04
0.029019      	4.688550e-03	3.151249e-04	6.342045e-04	3.110658e-04	2.341831e-04
0.02902       	4.613638e-03	3.155205e-04	6.342696e-04	3.095142e-04	2.351255e-04
0.029021      	4.556066e-03	3.159983e-04	6.342614e-04	3.084505e-04	2.360347e-04
0.029022      	4.490292e-03	3.164852e-04	6.341633e-04	3.070261e-04	2.369262e-04
0.029023      	4.440925e-03	3.168796e-04	6.339527e-04	3.059947e-04	2.377999e-04
0.029024      	4.405125e-03	3.172004e-04	6.336660e-04	3.054286e-04	2.386700e-04
0.029025      	4.373241e-03	3.174436e-04	6.333378e-04	3.048879e-04	2.395593e-04
0.029026      	4.334574e-03	3.176519e-04	6.330168e-04	3.042182e-04	2.404307e-04
0.029027      	4.290164e-03	3.177664e-04	6.327835e-04	3.033284e-04	2.413134e-04
0.029028      	4.253048e-03	3.178091e-04	6.325294e-04	3.028733e-04	2.422205e-04
0.029029      	4.213646e-03	3.178484e-04	6.322857e-04	3.025059e-04	2.431141e-04
0.02903       	4.164373e-03	3.178769e-04	6.321029e-04	3.022870e-04	2.440093e-04
0.029031      	4.142492e-03	3.178853e-04	6.319660e-04	3.024196e-04	2.449258e-04
0.029032      	4.100663e-03	3.179059e-04	6.318744e-04	3.027485e-04	2.458485e-04
0.029033      	4.050767e-03	3.179994e-04	6.318470e-04	3.024479e-04	2.467687e-04
0.029034      	3.997193e-03	3.180544e-04	6.318653e-04	3.023916e-04	2.476852e-04
0.029035      	3.945130e-03	3.180919e-04	6.319716e-04	3.016044e-04	2.485978e-04
0.029036      	3.908905e-03	3.180913e-04	6.322166e-04	3.014028e-04	2.495148e-04
0.029037      	3.879444e-03	3.181187e-04	6.324791e-04	3.018021e-04	2.504299e-04
0.029038      	3.839766e-03	3.181442e-04	6.327398e-04	3.013046e-04	2.513644e-04
0.029039      	3.805064e-03	3.182120e-04	6.329285e-04	3.006372e-04	2.523043e-04
0.02904       	3.776590e-03	3.182716e-04	6.330334e-04	3.004186e-04	2.532331e-04
0.029041      	3.746155e-03	3.183706e-04	6.330801e-04	2.999634e-04	2.541608e-04
0.029042      	3.712705e-03	3.184488e-04	6.331288e-04	2.996427e-04	2.551146e-04
0.029043      	3.688630e-03	3.184910e-04	6.331353e-04	2.992847e-04	2.560866e-04
0.029044      	3.673583e-03	3.184834e-04	6.331894e-04	2.996157e-04	2.570338e-04
0.029045      	3.658735e-03	3.184523e-04	6.332213e-04	3.000971e-04	2.579651e-04
0.029046      	3.662277e-03	3.184513e-04	6.333036e-04	3.002683e-04	2.588679e-04
0.029047      	3.633237e-03	3.185406e-04	6.334183e-04	3.005445e-04	2.597751e-04
0.029048      	3.609272e-03	3.186378e-04	6.335133e-04	3.005199e-04	2.607055e-04
0.029049      	3.589498e-03	3.187119e-04	6.335269e-04	3.004723e-04	2.616316e-04
0.02905       	3.574370e-03	3.187199e-04	6.334863e-04	3.003560e-04	2.625580e-04
0.029051      	3.558812e-03	3.186761e-04	6.334194e-04	3.003391e-04	2.634749e-04
0.029052      	3.568494e-03	3.185965e-04	6.333715e-04	3.004577e-04	2.643829e-04
0.029053      	3.578125e-03	3.184760e-04	6.332885e-04	3.009460e-04	2.652711e-04
0.029054      	3.603464e-03	3.182950e-04	6.331736e-04	3.012640e-04	2.661441e-04
0.029055      	3.625326e-03	3.181025e-04	6.330496e-04	3.016143e-04	2.669961e-04
0.029056      	3.645920e-03	3.179201e-04	6.328828e-04	3.019085e-04	2.678286e-04
0.029057      	3.663616e-03	3.177331e-04	6.326926e-04	3.021817e-04	2.686413e-04
0.029058      	3.679642e-03	3.175135e-04	6.325372e-04	3.030109e-04	2.694396e-04
0.029059      	3.695571e-03	3.172925e-04	6.324423e-04	3.034631e-04	2.702253e-04
0.02906       	3.705508e-03	3.170576e-04	6.324128e-04	3.040960e-04	2.709746e-04
0.029061      	3.718761e-03	3.168226e-04	6.324386e-04	3.041424e-04	2.717212e-04
0.029062      	3.733793e-03	3.165358e-04	6.324564e-04	3.043326e-04	2.724679e-04
0.029063      	3.752028e-03	3.162607e-04	6.324828e-04	3.045597e-04	2.732018e-04
0.029064      	3.781485e-03	3.159640e-04	6.324773e-04	3.047034e-04	2.739375e-04
0.029065      	3.807997e-03	3.156682e-04	6.325524e-04	3.051636e-04	2.746827e-04
0.029066      	3.842580e-03	3.154028e-04	6.326540e-04	3.059027e-04	2.754321e-04
0.029067      	3.881372e-03	3.151711e-04	6.328315e-04	3.066222e-04	2.761744e-04
0.029068      	3.918319e-03	3.150027e-04	6.329978e-04	3.070320e-04	2.768856e-04
0.029069      	3.950681e-03	3.147902e-04	6.331991e-04	3.081992e-04	2.775738e-04
0.02907       	3.972820e-03	3.145953e-04	6.333843e-04	3.087232e-04	2.782542e-04
0.029071      	4.026331e-03	3.143500e-04	6.336124e-04	3.103349e-04	2.789550e-04
0.029072      	4.049993e-03	3.140737e-04	6.337621e-04	3.111805e-04	2.796475e-04
0.029073      	4.076396e-03	3.138140e-04	6.338687e-04	3.118382e-04	2.803340e-04
0.029074      	4.113991e-03	3.136157e-04	6.338953e-04	3.123864e-04	2.810095e-04
0.029075      	4.132866e-03	3.134307e-04	6.338597e-04	3.130818e-04	2.816677e-04
0.029076      	4.162218e-03	3.132192e-04	6.337882e-04	3.139789e-04	2.823097e-04
0.029077      	4.183151e-03	3.129757e-04	6.336974e-04	3.151912e-04	2.829382e-04
0.029078      	4.202719e-03	3.127460e-04	6.335882e-04	3.162982e-04	2.835783e-04
0.029079      	4.242161e-03	3.125045e-04	6.335015e-04	3.176521e-04	2.841915e-04
0.02908       	4.268243e-03	3.122166e-04	6.335180e-04	3.191939e-04	2.847925e-04
0.029081      	4.287714e-03	3.118674e-04	6.334937e-04	3.204923e-04	2.853900e-04
0.029082      	4.310238e-03	3.114423e-04	6.334641e-04	3.217811e-04	2.859727e-04
0.029083      	4.340619e-03	3.109712e-04	6.334559e-04	3.234052e-04	2.865375e-04
0.029084      	4.374543e-03	3.104943e-04	6.334782e-04	3.249232e-04	2.870908e-04
0.029085      	4.400215e-03	3.100072e-04	6.335929e-04	3.263881e-04	2.876128e-04
0.029086      	4.427763e-03	3.095063e-04	6.336892e-04	3.276193e-04	2.881188e-04
0.029087      	4.451560e-03	3.089930e-04	6.336796e-04	3.285801e-04	2.886240e-04
0.029088      	4.492722e-03	3.084722e-04	6.335930e-04	3.300541e-04	2.891381e-04
0.029089      	4.517651e-03	3.079456e-04	6.334491e-04	3.313084e-04	2.896288e-04
0.02909       	4.550788e-03	3.074294e-04	6.332543e-04	3.322603e-04	2.901008e-04
0.029091      	4.573347e-03	3.069151e-04	6.329569e-04	3.332460e-04	2.905776e-04
0.029092      	4.620007e-03	3.064176e-04	6.326325e-04	3.346326e-04	2.910197e-04
0.029093      	4.651205e-03	3.059317e-04	6.323891e-04	3.363343e-04	2.914533e-04
0.029094      	4.688994e-03	3.053945e-04	6.321721e-04	3.377591e-04	2.918773e-04
0.029095      	4.734119e-03	3.048260e-04	6.319241e-04	3.394281e-04	2.923055e-04
0.029096      	4.761591e-03	3.042677e-04	6.316344e-04	3.408886e-04	2.927856e-04
0.029097      	4.822564e-03	3.037232e-04	6.313346e-04	3.421500e-04	2.932651e-04
0.029098      	4.837047e-03	3.031270e-04	6.312159e-04	3.430738e-04	2.937322e-04
0.029099      	4.859334e-03	3.025295e-04	6.311165e-04	3.440544e-04	2.942139e-04
0.0291        	4.882246e-03	3.018774e-04	6.310263e-04	3.447890e-04	2.946981e-04
0.029101      	4.915513e-03	3.011874e-04	6.309167e-04	3.456934e-04	2.951777e-04
0.029102      	4.941785e-03	3.004908e-04	6.307691e-04	3.461285e-04	2.956380e-04
0.029103      	4.973033e-03	2.998552e-04	6.306683e-04	3.467037e-04	2.960930e-04
0.029104      	4.998287e-03	2.992028e-04	6.305835e-04	3.470817e-04	2.965393e-04
0.029105      	5.024480e-03	2.985665e-04	6.304612e-04	3.475214e-04	2.969898e-04
0.029106      	5.062985e-03	2.979328e-04	6.303492e-04	3.483265e-04	2.974368e-04
0.029107      	5.097488e-03	2.973286e-04	6.302189e-04	3.489278e-04	2.978814e-04
0.029108      	5.131699e-03	2.967476e-04	6.300703e-04	3.495160e-04	2.983091e-04
0.029109      	5.162229e-03	2.961753e-04	6.298282e-04	3.504196e-04	2.987240e-04
0.02911       	5.206765e-03	2.956020e-04	6.295385e-04	3.516436e-04	2.991209e-04
0.029111      	5.239550e-03	2.950304e-04	6.292603e-04	3.526435e-04	2.994925e-04
0.029112      	5.266204e-03	2.944725e-04	6.289911e-04	3.533357e-04	2.998117e-04
0.029113      	5.305899e-03	2.939126e-04	6.287254e-04	3.545946e-04	3.000786e-04
0.029114      	5.332090e-03	2.933578e-04	6.284958e-04	3.552653e-04	3.003325e-04
0.029115      	5.367136e-03	2.927863e-04	6.283642e-04	3.558180e-04	3.005865e-04
0.029116      	5.401238e-03	2.922010e-04	6.282819e-04	3.566744e-04	3.008410e-04
0.029117      	5.435949e-03	2.916270e-04	6.283188e-04	3.573384e-04	3.010829e-04
0.029118      	5.467290e-03	2.911001e-04	6.284396e-04	3.580892e-04	3.013115e-04
0.029119      	5.500983e-03	2.905827e-04	6.285431e-04	3.589256e-04	3.015161e-04
0.02912       	5.535867e-03	2.900332e-04	6.286380e-04	3.595529e-04	3.017015e-04
0.029121      	5.572277e-03	2.894574e-04	6.287186e-04	3.606852e-04	3.018762e-04
0.029122      	5.608901e-03	2.888419e-04	6.288352e-04	3.617326e-04	3.020557e-04
0.029123      	5.637060e-03	2.882286e-04	6.289350e-04	3.622865e-04	3.022306e-04
0.029124      	5.672344e-03	2.876133e-04	6.290454e-04	3.629402e-04	3.023873e-04
0.029125      	5.705698e-03	2.869274e-04	6.292080e-04	3.641762e-04	3.025248e-04
0.029126      	5.730786e-03	2.862183e-04	6.293615e-04	3.646604e-04	3.026407e-04
0.029127      	5.771161e-03	2.854717e-04	6.294715e-04	3.657258e-04	3.027401e-04
0.029128      	5.803656e-03	2.846457e-04	6.295641e-04	3.664887e-04	3.028286e-04
0.029129      	5.825883e-03	2.837734e-04	6.297424e-04	3.669414e-04	3.029000e-04
0.02913       	5.862490e-03	2.828700e-04	6.299405e-04	3.680063e-04	3.029655e-04
0.029131      	5.920524e-03	2.819709e-04	6.301192e-04	3.694688e-04	3.030067e-04
0.029132      	5.962223e-03	2.811049e-04	6.302756e-04	3.709107e-04	3.030630e-04
0.029133      	6.034237e-03	2.802528e-04	6.305315e-04	3.726864e-04	3.031261e-04
0.029134      	6.056247e-03	2.793638e-04	6.308072e-04	3.739380e-04	3.031664e-04
0.029135      	6.060538e-03	2.784866e-04	6.310761e-04	3.745951e-04	3.031819e-04
0.029136      	6.095719e-03	2.775919e-04	6.312669e-04	3.758119e-04	3.031802e-04
0.029137      	6.114116e-03	2.767044e-04	6.313421e-04	3.764771e-04	3.031595e-04
0.029138      	6.140953e-03	2.758114e-04	6.313522e-04	3.769653e-04	3.031276e-04
0.029139      	6.173928e-03	2.749507e-04	6.312299e-04	3.777292e-04	3.030921e-04
0.02914       	6.211327e-03	2.741131e-04	6.311140e-04	3.786691e-04	3.030325e-04
0.029141      	6.249554e-03	2.732726e-04	6.310117e-04	3.795951e-04	3.029604e-04
0.029142      	6.292872e-03	2.725169e-04	6.309403e-04	3.803793e-04	3.028673e-04
0.029143      	6.314866e-03	2.718520e-04	6.309709e-04	3.810479e-04	3.027924e-04
0.029144      	6.354843e-03	2.711333e-04	6.309649e-04	3.814827e-04	3.027135e-04
0.029145      	6.364411e-03	2.703891e-04	6.308741e-04	3.818024e-04	3.026106e-04
0.029146      	6.391640e-03	2.696721e-04	6.307530e-04	3.819780e-04	3.025021e-04
0.029147      	6.422149e-03	2.689283e-04	6.307094e-04	3.828100e-04	3.023847e-04
0.029148      	6.450872e-03	2.681821e-04	6.306540e-04	3.832101e-04	3.022694e-04
0.029149      	6.483486e-03	2.674172e-04	6.305814e-04	3.833436e-04	3.021429e-04
0.02915       	6.513381e-03	2.666958e-04	6.305010e-04	3.836348e-04	3.020292e-04
0.029151      	6.535973e-03	2.660362e-04	6.304315e-04	3.838028e-04	3.019112e-04
0.029152      	6.568586e-03	2.653121e-04	6.303428e-04	3.840428e-04	3.017853e-04
0.029153      	6.598800e-03	2.645317e-04	6.301882e-04	3.843434e-04	3.016382e-04
0.029154      	6.633219e-03	2.637461e-04	6.300108e-04	3.847107e-04	3.014925e-04
0.029155      	6.668407e-03	2.629638e-04	6.297950e-04	3.846374e-04	3.013497e-04
0.029156      	6.713688e-03	2.621962e-04	6.295922e-04	3.847736e-04	3.011966e-04
0.029157      	6.755478e-03	2.614245e-04	6.293827e-04	3.853534e-04	3.010289e-04
0.029158      	6.828062e-03	2.606144e-04	6.293024e-04	3.858774e-04	3.008471e-04
0.029159      	6.848210e-03	2.597916e-04	6.291991e-04	3.860439e-04	3.006738e-04
0.02916       	6.873449e-03	2.589893e-04	6.290323e-04	3.862540e-04	3.004964e-04
0.029161      	6.884174e-03	2.582237e-04	6.287583e-04	3.865345e-04	3.002986e-04
0.029162      	6.898123e-03	2.575025e-04	6.284640e-04	3.867296e-04	3.000627e-04
0.029163      	6.919823e-03	2.568214e-04	6.281667e-04	3.869767e-04	2.997956e-04
0.029164      	6.941811e-03	2.561667e-04	6.279220e-04	3.876817e-04	2.995006e-04
0.029165      	6.989273e-03	2.555382e-04	6.276797e-04	3.885236e-04	2.991834e-04
0.029166      	7.025733e-03	2.549569e-04	6.274125e-04	3.895813e-04	2.988546e-04
0.029167      	7.039561e-03	2.544118e-04	6.271175e-04	3.900462e-04	2.985231e-04
0.029168      	7.051412e-03	2.538379e-04	6.267833e-04	3.905245e-04	2.981855e-04
0.029169      	7.055555e-03	2.532540e-04	6.265156e-04	3.909140e-04	2.978371e-04
0.02917       	7.066995e-03	2.526607e-04	6.263327e-04	3.911972e-04	2.974699e-04
0.029171      	7.086883e-03	2.520907e-04	6.261735e-04	3.915279e-04	2.971290e-04
0.029172      	7.122758e-03	2.514825e-04	6.261330e-04	3.917523e-04	2.968090e-04
0.029173      	7.161593e-03	2.507526e-04	6.261336e-04	3.927883e-04	2.964739e-04
0.029174      	7.167073e-03	2.499350e-04	6.261922e-04	3.931287e-04	2.961309e-04
0.029175      	7.166095e-03	2.491189e-04	6.263630e-04	3.926195e-04	2.957843e-04
0.029176      	7.179216e-03	2.483747e-04	6.264794e-04	3.925030e-04	2.954246e-04
0.029177      	7.190936e-03	2.475858e-04	6.265952e-04	3.929837e-04	2.950464e-04
0.029178      	7.198367e-03	2.467852e-04	6.266627e-04	3.931389e-04	2.946600e-04
0.029179      	7.212441e-03	2.460002e-04	6.266259e-04	3.937701e-04	2.942544e-04
0.02918       	7.208034e-03	2.452050e-04	6.265384e-04	3.938855e-04	2.938439e-04
0.029181      	7.220973e-03	2.444834e-04	6.264598e-04	3.935504e-04	2.934259e-04
0.029182      	7.237848e-03	2.437728e-04	6.262998e-04	3.934638e-04	2.930078e-04
0.029183      	7.259479e-03	2.431166e-04	6.261273e-04	3.936569e-04	2.925902e-04
0.029184      	7.285714e-03	2.424902e-04	6.259816e-04	3.938170e-04	2.921743e-04
0.029185      	7.305499e-03	2.419033e-04	6.258773e-04	3.939994e-04	2.917543e-04
0.029186      	7.314808e-03	2.413081e-04	6.259265e-04	3.943073e-04	2.913279e-04
0.029187      	7.338170e-03	2.407837e-04	6.260167e-04	3.944633e-04	2.908726e-04
0.029188      	7.359085e-03	2.402830e-04	6.262637e-04	3.949253e-04	2.903827e-04
0.029189      	7.368095e-03	2.397600e-04	6.265296e-04	3.951364e-04	2.898932e-04
0.02919       	7.412576e-03	2.392528e-04	6.268777e-04	3.952714e-04	2.893883e-04
0.029191      	7.419460e-03	2.387257e-04	6.271800e-04	3.964412e-04	2.888727e-04
0.029192      	7.428615e-03	2.381926e-04	6.274405e-04	3.965027e-04	2.883425e-04
0.029193      	7.417837e-03	2.376409e-04	6.277037e-04	3.964114e-04	2.878193e-04
0.029194      	7.410583e-03	2.371421e-04	6.279293e-04	3.959755e-04	2.872705e-04
0.029195      	7.449247e-03	2.366325e-04	6.281686e-04	3.960924e-04	2.867135e-04
0.029196      	7.459257e-03	2.362351e-04	6.283669e-04	3.961509e-04	2.861412e-04
0.029197      	7.443995e-03	2.359994e-04	6.284351e-04	3.963851e-04	2.855556e-04
0.029198      	7.423240e-03	2.359007e-04	6.283865e-04	3.956964e-04	2.849548e-04
0.029199      	7.397776e-03	2.359428e-04	6.283170e-04	3.952904e-04	2.843609e-04
0.0292        	7.358369e-03	2.361179e-04	6.282109e-04	3.945395e-04	2.837736e-04
0.029201      	7.323612e-03	2.363758e-04	6.281213e-04	3.942798e-04	2.832027e-04
0.029202      	7.284231e-03	2.366780e-04	6.281159e-04	3.936361e-04	2.826298e-04
0.029203      	7.240061e-03	2.369615e-04	6.281624e-04	3.928963e-04	2.820514e-04
0.029204      	7.206065e-03	2.372775e-04	6.282332e-04	3.919378e-04	2.814832e-04
0.029205      	7.182848e-03	2.376087e-04	6.282704e-04	3.912002e-04	2.809544e-04
0.029206      	7.150192e-03	2.379534e-04	6.282845e-04	3.907017e-04	2.804129e-04
0.029207      	7.122586e-03	2.382799e-04	6.282628e-04	3.901270e-04	2.798637e-04
0.029208      	7.077657e-03	2.386597e-04	6.282533e-04	3.893796e-04	2.793109e-04
0.029209      	7.057527e-03	2.391081e-04	6.282249e-04	3.892173e-04	2.787548e-04
0.02921       	6.999615e-03	2.395899e-04	6.281740e-04	3.888384e-04	2.782088e-04
0.029211      	6.935013e-03	2.400904e-04	6.281430e-04	3.880032e-04	2.776353e-04
0.029212      	6.869698e-03	2.406306e-04	6.280942e-04	3.872855e-04	2.770595e-04
0.029213      	6.814899e-03	2.412410e-04	6.280229e-04	3.869433e-04	2.764740e-04
0.029214      	6.754068e-03	2.418953e-04	6.280121e-04	3.864392e-04	2.758922e-04
0.029215      	6.710536e-03	2.425925e-04	6.280156e-04	3.862198e-04	2.752989e-04
0.029216      	6.658471e-03	2.433538e-04	6.279369e-04	3.863061e-04	2.747042e-04
0.029217      	6.620484e-03	2.441606e-04	6.278345e-04	3.862641e-04	2.740927e-04
0.029218      	6.565429e-03	2.450615e-04	6.277364e-04	3.865885e-04	2.734509e-04
0.029219      	6.511543e-03	2.459721e-04	6.276701e-04	3.860300e-04	2.727973e-04
0.02922       	6.450573e-03	2.469227e-04	6.276505e-04	3.857045e-04	2.721208e-04
0.029221      	6.398611e-03	2.478734e-04	6.277384e-04	3.852483e-04	2.714233e-04
0.029222      	6.341723e-03	2.488067e-04	6.279566e-04	3.849972e-04	2.707285e-04
0.029223      	6.278182e-03	2.497267e-04	6.281969e-04	3.846081e-04	2.700376e-04
0.029224      	6.226742e-03	2.506566e-04	6.284319e-04	3.840291e-04	2.693555e-04
0.029225      	6.182081e-03	2.515335e-04	6.286315e-04	3.838583e-04	2.686630e-04
0.029226      	6.152383e-03	2.523886e-04	6.289202e-04	3.836791e-04	2.679476e-04
0.029227      	6.112484e-03	2.531649e-04	6.292831e-04	3.842090e-04	2.672184e-04
0.029228      	6.054808e-03	2.538860e-04	6.296543e-04	3.842162e-04	2.664755e-04
0.029229      	5.987722e-03	2.545829e-04	6.299453e-04	3.835686e-04	2.657141e-04
0.02923       	5.941053e-03	2.552742e-04	6.301466e-04	3.834091e-04	2.649429e-04
0.029231      	5.887193e-03	2.559862e-04	6.303275e-04	3.835281e-04	2.641469e-04
0.029232      	5.831393e-03	2.567028e-04	6.305046e-04	3.828423e-04	2.633372e-04
0.029233      	5.782283e-03	2.573887e-04	6.306462e-04	3.823323e-04	2.625125e-04
0.029234      	5.746681e-03	2.580675e-04	6.308077e-04	3.826823e-04	2.616778e-04
0.029235      	5.691905e-03	2.587407e-04	6.310406e-04	3.824822e-04	2.608347e-04
0.029236      	5.660022e-03	2.593923e-04	6.314274e-04	3.819209e-04	2.599771e-04
0.029237      	5.604410e-03	2.600016e-04	6.317636e-04	3.814811e-04	2.590997e-04
0.029238      	5.555439e-03	2.606518e-04	6.320677e-04	3.808071e-04	2.582010e-04
0.029239      	5.514411e-03	2.613540e-04	6.322956e-04	3.801266e-04	2.572841e-04
0.02924       	5.463211e-03	2.621220e-04	6.324180e-04	3.793964e-04	2.563501e-04
0.029241      	5.420868e-03	2.630020e-04	6.325617e-04	3.784066e-04	2.553995e-04
0.029242      	5.379251e-03	2.639424e-04	6.326281e-04	3.775528e-04	2.544328e-04
0.029243      	5.323215e-03	2.649095e-04	6.325651e-04	3.765306e-04	2.535696e-04
0.029244      	5.272655e-03	2.658739e-04	6.324834e-04	3.753199e-04	2.526914e-04
0.029245      	5.225665e-03	2.668415e-04	6.323472e-04	3.743957e-04	2.518744e-04
0.029246      	5.175776e-03	2.677879e-04	6.322995e-04	3.732944e-04	2.510497e-04
0.029247      	5.126019e-03	2.687253e-04	6.322016e-04	3.722417e-04	2.502459e-04
0.029248      	5.076756e-03	2.696491e-04	6.321762e-04	3.710988e-04	2.494620e-04
0.029249      	5.047884e-03	2.705780e-04	6.321329e-04	3.703264e-04	2.486735e-04
0.02925       	5.003275e-03	2.715214e-04	6.320937e-04	3.695266e-04	2.479023e-04
0.029251      	4.966007e-03	2.724372e-04	6.319850e-04	3.684752e-04	2.471326e-04
0.029252      	4.905719e-03	2.733207e-04	6.319081e-04	3.673554e-04	2.463390e-04
0.029253      	4.873582e-03	2.741889e-04	6.318404e-04	3.660949e-04	2.455718e-04
0.029254      	4.816613e-03	2.750241e-04	6.318848e-04	3.653563e-04	2.447977e-04
0.029255      	4.755153e-03	2.758752e-04	6.319363e-04	3.636658e-04	2.441425e-04
0.029256      	4.708111e-03	2.767575e-04	6.320198e-04	3.622571e-04	2.435213e-04
0.029257      	4.658067e-03	2.776385e-04	6.321137e-04	3.615946e-04	2.428838e-04
0.029258      	4.617256e-03	2.785012e-04	6.322261e-04	3.605304e-04	2.422367e-04
0.029259      	4.574371e-03	2.793630e-04	6.323670e-04	3.597677e-04	2.415785e-04
0.02926       	4.536601e-03	2.802121e-04	6.324522e-04	3.589892e-04	2.409177e-04
0.029261      	4.503697e-03	2.810691e-04	6.324710e-04	3.585566e-04	2.402617e-04
0.029262      	4.454662e-03	2.819346e-04	6.325094e-04	3.575304e-04	2.395675e-04
0.029263      	4.408563e-03	2.828401e-04	6.325070e-04	3.564084e-04	2.388473e-04
0.029264      	4.365339e-03	2.837429e-04	6.325490e-04	3.552930e-04	2.380950e-04
0.029265      	4.337210e-03	2.845942e-04	6.327317e-04	3.544753e-04	2.373661e-04
0.029266      	4.312076e-03	2.854320e-04	6.331396e-04	3.548049e-04	2.367305e-04
0.029267      	4.261430e-03	2.863195e-04	6.335442e-04	3.541194e-04	2.361067e-04
0.029268      	4.204066e-03	2.872396e-04	6.339392e-04	3.525148e-04	2.355918e-04
0.029269      	4.163140e-03	2.881776e-04	6.343117e-04	3.513448e-04	2.351300e-04
0.02927       	4.113523e-03	2.891058e-04	6.346459e-04	3.501254e-04	2.347430e-04
0.029271      	4.069202e-03	2.900063e-04	6.348320e-04	3.492905e-04	2.343851e-04
0.029272      	4.021188e-03	2.908527e-04	6.349075e-04	3.482776e-04	2.340691e-04
0.029273      	4.000613e-03	2.916191e-04	6.348952e-04	3.472726e-04	2.337836e-04
0.029274      	3.962358e-03	2.923823e-04	6.348410e-04	3.464452e-04	2.335446e-04
0.029275      	3.924025e-03	2.931606e-04	6.348405e-04	3.449481e-04	2.333147e-04
0.029276      	3.917568e-03	2.938544e-04	6.349541e-04	3.450105e-04	2.331214e-04
0.029277      	3.873574e-03	2.945533e-04	6.351524e-04	3.440108e-04	2.329032e-04
0.029278      	3.830260e-03	2.953631e-04	6.352902e-04	3.427367e-04	2.326655e-04
0.029279      	3.797080e-03	2.961398e-04	6.354365e-04	3.419192e-04	2.324103e-04
0.02928       	3.754643e-03	2.968940e-04	6.357829e-04	3.410484e-04	2.321820e-04
0.029281      	3.703834e-03	2.976623e-04	6.361820e-04	3.398840e-04	2.319759e-04
0.029282      	3.664329e-03	2.984327e-04	6.365831e-04	3.388577e-04	2.317462e-04
0.029283      	3.627353e-03	2.991186e-04	6.369406e-04	3.379814e-04	2.314820e-04
0.029284      	3.587269e-03	2.997036e-04	6.371890e-04	3.371205e-04	2.311809e-04
0.029285      	3.541704e-03	3.002217e-04	6.373376e-04	3.357014e-04	2.308548e-04
0.029286      	3.501935e-03	3.006852e-04	6.374436e-04	3.346526e-04	2.305067e-04
0.029287      	3.463678e-03	3.011177e-04	6.375350e-04	3.337265e-04	2.301270e-04
0.029288      	3.429663e-03	3.015666e-04	6.376097e-04	3.324135e-04	2.298972e-04
0.029289      	3.394770e-03	3.020630e-04	6.377156e-04	3.307531e-04	2.296741e-04
0.02929       	3.359149e-03	3.025420e-04	6.378077e-04	3.294222e-04	2.294333e-04
0.029291      	3.326394e-03	3.030292e-04	6.379355e-04	3.281119e-04	2.291834e-04
0.029292      	3.301603e-03	3.035360e-04	6.380878e-04	3.271799e-04	2.289053e-04
0.029293      	3.263604e-03	3.040947e-04	6.383164e-04	3.259275e-04	2.286071e-04
0.029294      	3.223594e-03	3.046930e-04	6.384961e-04	3.246014e-04	2.283276e-04
0.029295      	3.186763e-03	3.052960e-04	6.386404e-04	3.230737e-04	2.280712e-04
0.029296      	3.150667e-03	3.059654e-04	6.387578e-04	3.215791e-04	2.279345e-04
0.029297      	3.116430e-03	3.066121e-04	6.388521e-04	3.204424e-04	2.279171e-04
0.029298      	3.078709e-03	3.072286e-04	6.389412e-04	3.187487e-04	2.280554e-04
0.029299      	3.047679e-03	3.078566e-04	6.390159e-04	3.172714e-04	2.283203e-04
0.0293        	3.011691e-03	3.084876e-04	6.391074e-04	3.153497e-04	2.286519e-04
0.029301      	2.978560e-03	3.091030e-04	6.392185e-04	3.139077e-04	2.290046e-04
0.029302      	2.939357e-03	3.097108e-04	6.392979e-04	3.119971e-04	2.293957e-04
0.029303      	2.907490e-03	3.102884e-04	6.394162e-04	3.102236e-04	2.298175e-04
