# Residuals   
# Time        	p             	Ux            	Uy            	h             	k             
0.031584      	5.473786e-03	2.693730e-04	5.479161e-04	5.103823e-04	3.156274e-04
0.031585      	5.476222e-03	2.685437e-04	5.478047e-04	5.103930e-04	3.154566e-04
0.031586      	5.474751e-03	2.677019e-04	5.475206e-04	5.105981e-04	3.152826e-04
0.031587      	5.479219e-03	2.668853e-04	5.471782e-04	5.108926e-04	3.150976e-04
0.031588      	5.492534e-03	2.660566e-04	5.468124e-04	5.111910e-04	3.149023e-04
0.031589      	5.519263e-03	2.652487e-04	5.464019e-04	5.114951e-04	3.147038e-04
0.03159       	5.542896e-03	2.644693e-04	5.459578e-04	5.117070e-04	3.144821e-04
0.031591      	5.562505e-03	2.637490e-04	5.454932e-04	5.119048e-04	3.142355e-04
0.031592      	5.577442e-03	2.630546e-04	5.450892e-04	5.123314e-04	3.139769e-04
0.031593      	5.591682e-03	2.623447e-04	5.446806e-04	5.128334e-04	3.136987e-04
0.031594      	5.605493e-03	2.616534e-04	5.442369e-04	5.130632e-04	3.134283e-04
0.031595      	5.644597e-03	2.609709e-04	5.437574e-04	5.132564e-04	3.131197e-04
0.031596      	5.654028e-03	2.603612e-04	5.432517e-04	5.133802e-04	3.127899e-04
0.031597      	5.665667e-03	2.597832e-04	5.428312e-04	5.132223e-04	3.124026e-04
0.031598      	5.685280e-03	2.591786e-04	5.424199e-04	5.132553e-04	3.119986e-04
0.031599      	5.716582e-03	2.586415e-04	5.420515e-04	5.133729e-04	3.115827e-04
0.0316        	5.736232e-03	2.580919e-04	5.417909e-04	5.133780e-04	3.111523e-04
0.031601      	5.752749e-03	2.575074e-04	5.416192e-04	5.133451e-04	3.107004e-04
0.031602      	5.770622e-03	2.568497e-04	5.415743e-04	5.132907e-04	3.102255e-04
0.031603      	5.802287e-03	2.560960e-04	5.416332e-04	5.132661e-04	3.097425e-04
0.031604      	5.824043e-03	2.552711e-04	5.418878e-04	5.132125e-04	3.092392e-04
0.031605      	5.866713e-03	2.544359e-04	5.422747e-04	5.131496e-04	3.087364e-04
0.031606      	5.899638e-03	2.535575e-04	5.428462e-04	5.131448e-04	3.082398e-04
0.031607      	5.917965e-03	2.526188e-04	5.434584e-04	5.131696e-04	3.077952e-04
0.031608      	5.946875e-03	2.516938e-04	5.440746e-04	5.130541e-04	3.073518e-04
0.031609      	5.964743e-03	2.508247e-04	5.446488e-04	5.128547e-04	3.069055e-04
0.03161       	5.983798e-03	2.500570e-04	5.451780e-04	5.125756e-04	3.064488e-04
0.031611      	6.016038e-03	2.493088e-04	5.456571e-04	5.122445e-04	3.059909e-04
0.031612      	6.039353e-03	2.485364e-04	5.460314e-04	5.119109e-04	3.055384e-04
0.031613      	6.059632e-03	2.477605e-04	5.463408e-04	5.114825e-04	3.050606e-04
0.031614      	6.087993e-03	2.470182e-04	5.465439e-04	5.109394e-04	3.045738e-04
0.031615      	6.128371e-03	2.462239e-04	5.466804e-04	5.105630e-04	3.040714e-04
0.031616      	6.146107e-03	2.454125e-04	5.467291e-04	5.103162e-04	3.035535e-04
0.031617      	6.174247e-03	2.446629e-04	5.467009e-04	5.099700e-04	3.030153e-04
0.031618      	6.205061e-03	2.439861e-04	5.465499e-04	5.095323e-04	3.024672e-04
0.031619      	6.212154e-03	2.434056e-04	5.463092e-04	5.090932e-04	3.019318e-04
0.03162       	6.221849e-03	2.429237e-04	5.460255e-04	5.085188e-04	3.013756e-04
0.031621      	6.227527e-03	2.424373e-04	5.457852e-04	5.080112e-04	3.008001e-04
0.031622      	6.243537e-03	2.419425e-04	5.456123e-04	5.073065e-04	3.002324e-04
0.031623      	6.282730e-03	2.414558e-04	5.455436e-04	5.076140e-04	2.996827e-04
0.031624      	6.288648e-03	2.409610e-04	5.454866e-04	5.069879e-04	2.991092e-04
0.031625      	6.301739e-03	2.404667e-04	5.454724e-04	5.062831e-04	2.985182e-04
0.031626      	6.293301e-03	2.399904e-04	5.455448e-04	5.057102e-04	2.978903e-04
0.031627      	6.274746e-03	2.395579e-04	5.458165e-04	5.053167e-04	2.972485e-04
0.031628      	6.276898e-03	2.392536e-04	5.461808e-04	5.049679e-04	2.965807e-04
0.031629      	6.274801e-03	2.390039e-04	5.465558e-04	5.043020e-04	2.959051e-04
0.03163       	6.268042e-03	2.387903e-04	5.470108e-04	5.040841e-04	2.952178e-04
0.031631      	6.262351e-03	2.386527e-04	5.475425e-04	5.035121e-04	2.945106e-04
0.031632      	6.255102e-03	2.386068e-04	5.480621e-04	5.032043e-04	2.937897e-04
0.031633      	6.241800e-03	2.386075e-04	5.485785e-04	5.029677e-04	2.930518e-04
0.031634      	6.217196e-03	2.386697e-04	5.490503e-04	5.025977e-04	2.922992e-04
0.031635      	6.205599e-03	2.387183e-04	5.494638e-04	5.022493e-04	2.916206e-04
0.031636      	6.184746e-03	2.387463e-04	5.498134e-04	5.019524e-04	2.909295e-04
0.031637      	6.175541e-03	2.387258e-04	5.500755e-04	5.018277e-04	2.902256e-04
0.031638      	6.161097e-03	2.387551e-04	5.502322e-04	5.016602e-04	2.895110e-04
0.031639      	6.149464e-03	2.388449e-04	5.503445e-04	5.013917e-04	2.887801e-04
0.03164       	6.154655e-03	2.389349e-04	5.504284e-04	5.023019e-04	2.880481e-04
0.031641      	6.140665e-03	2.391042e-04	5.505414e-04	5.022798e-04	2.873247e-04
0.031642      	6.128289e-03	2.393575e-04	5.506994e-04	5.013751e-04	2.865935e-04
0.031643      	6.114680e-03	2.396245e-04	5.508427e-04	5.010003e-04	2.858530e-04
0.031644      	6.105269e-03	2.399940e-04	5.510215e-04	5.007338e-04	2.851024e-04
0.031645      	6.095576e-03	2.404533e-04	5.512185e-04	5.003138e-04	2.843465e-04
0.031646      	6.080178e-03	2.410097e-04	5.513917e-04	4.998207e-04	2.835775e-04
0.031647      	6.068357e-03	2.416553e-04	5.515873e-04	4.993588e-04	2.828152e-04
0.031648      	6.056550e-03	2.423683e-04	5.517791e-04	4.988924e-04	2.820333e-04
0.031649      	6.052830e-03	2.431519e-04	5.519761e-04	4.984491e-04	2.812366e-04
0.03165       	6.045444e-03	2.439753e-04	5.522536e-04	4.979657e-04	2.804468e-04
0.031651      	6.018622e-03	2.448668e-04	5.526323e-04	4.976710e-04	2.796489e-04
0.031652      	5.987531e-03	2.458383e-04	5.531235e-04	4.970965e-04	2.788634e-04
0.031653      	5.967655e-03	2.468439e-04	5.536954e-04	4.964770e-04	2.780546e-04
0.031654      	5.943870e-03	2.478380e-04	5.544290e-04	4.953675e-04	2.772325e-04
0.031655      	5.907650e-03	2.488290e-04	5.551796e-04	4.947825e-04	2.764156e-04
0.031656      	5.875387e-03	2.497664e-04	5.558661e-04	4.942333e-04	2.755802e-04
0.031657      	5.844301e-03	2.506648e-04	5.565085e-04	4.936323e-04	2.747467e-04
0.031658      	5.811078e-03	2.514908e-04	5.571235e-04	4.929526e-04	2.738950e-04
0.031659      	5.782170e-03	2.522266e-04	5.577346e-04	4.923690e-04	2.730251e-04
0.03166       	5.766627e-03	2.529810e-04	5.583123e-04	4.916611e-04	2.721296e-04
0.031661      	5.730844e-03	2.537253e-04	5.588256e-04	4.911391e-04	2.712199e-04
0.031662      	5.698437e-03	2.544690e-04	5.593155e-04	4.903783e-04	2.703138e-04
0.031663      	5.677742e-03	2.551526e-04	5.597847e-04	4.898486e-04	2.694528e-04
0.031664      	5.645016e-03	2.557845e-04	5.602208e-04	4.899282e-04	2.685828e-04
0.031665      	5.612343e-03	2.564107e-04	5.607942e-04	4.892496e-04	2.677392e-04
0.031666      	5.576655e-03	2.570395e-04	5.614386e-04	4.886546e-04	2.668926e-04
0.031667      	5.530292e-03	2.576251e-04	5.620861e-04	4.875051e-04	2.660357e-04
0.031668      	5.492400e-03	2.582790e-04	5.627283e-04	4.866806e-04	2.651766e-04
0.031669      	5.451362e-03	2.590261e-04	5.633409e-04	4.859302e-04	2.642965e-04
0.03167       	5.415168e-03	2.597150e-04	5.638787e-04	4.853372e-04	2.633973e-04
0.031671      	5.383979e-03	2.603909e-04	5.643588e-04	4.851079e-04	2.624926e-04
0.031672      	5.350726e-03	2.610665e-04	5.647603e-04	4.848290e-04	2.615776e-04
0.031673      	5.315981e-03	2.617539e-04	5.651551e-04	4.843088e-04	2.606457e-04
0.031674      	5.286186e-03	2.624349e-04	5.655683e-04	4.837193e-04	2.597009e-04
0.031675      	5.256389e-03	2.631423e-04	5.660339e-04	4.831912e-04	2.587352e-04
0.031676      	5.220489e-03	2.638955e-04	5.664967e-04	4.832845e-04	2.577525e-04
0.031677      	5.186430e-03	2.646819e-04	5.670216e-04	4.827750e-04	2.567424e-04
0.031678      	5.138057e-03	2.655137e-04	5.675039e-04	4.821495e-04	2.557128e-04
0.031679      	5.094825e-03	2.663830e-04	5.679242e-04	4.813314e-04	2.546746e-04
0.03168       	5.066756e-03	2.672293e-04	5.682755e-04	4.805114e-04	2.536155e-04
0.031681      	5.029467e-03	2.679982e-04	5.687413e-04	4.799436e-04	2.525481e-04
0.031682      	4.984292e-03	2.687530e-04	5.692035e-04	4.794012e-04	2.515490e-04
0.031683      	4.946050e-03	2.695299e-04	5.696843e-04	4.781285e-04	2.505603e-04
0.031684      	4.912231e-03	2.703217e-04	5.701279e-04	4.776895e-04	2.495648e-04
0.031685      	4.876383e-03	2.711028e-04	5.705153e-04	4.770762e-04	2.485715e-04
0.031686      	4.832969e-03	2.718627e-04	5.708186e-04	4.763488e-04	2.475730e-04
0.031687      	4.799251e-03	2.726096e-04	5.711070e-04	4.767701e-04	2.465536e-04
0.031688      	4.762668e-03	2.733751e-04	5.714015e-04	4.761082e-04	2.455374e-04
0.031689      	4.728558e-03	2.741445e-04	5.717534e-04	4.753867e-04	2.445446e-04
0.03169       	4.689933e-03	2.748971e-04	5.721550e-04	4.745751e-04	2.437569e-04
0.031691      	4.650622e-03	2.756544e-04	5.725752e-04	4.738709e-04	2.429935e-04
0.031692      	4.610453e-03	2.764213e-04	5.729787e-04	4.730331e-04	2.423075e-04
0.031693      	4.588344e-03	2.771589e-04	5.734783e-04	4.722702e-04	2.417358e-04
0.031694      	4.550937e-03	2.778820e-04	5.739738e-04	4.714065e-04	2.412751e-04
0.031695      	4.509411e-03	2.786077e-04	5.744651e-04	4.704735e-04	2.408998e-04
0.031696      	4.466010e-03	2.793692e-04	5.750146e-04	4.696189e-04	2.404939e-04
0.031697      	4.435021e-03	2.800991e-04	5.755163e-04	4.685705e-04	2.400848e-04
0.031698      	4.404934e-03	2.808177e-04	5.760506e-04	4.675493e-04	2.396703e-04
0.031699      	4.373634e-03	2.815459e-04	5.766572e-04	4.665947e-04	2.392624e-04
0.0317        	4.340275e-03	2.822392e-04	5.772371e-04	4.654306e-04	2.389307e-04
0.031701      	4.307126e-03	2.829073e-04	5.778069e-04	4.643862e-04	2.386658e-04
0.031702      	4.271057e-03	2.835534e-04	5.784046e-04	4.632228e-04	2.384105e-04
0.031703      	4.243270e-03	2.841636e-04	5.790152e-04	4.620436e-04	2.381541e-04
0.031704      	4.218424e-03	2.847734e-04	5.796680e-04	4.610820e-04	2.379064e-04
0.031705      	4.194321e-03	2.853086e-04	5.803144e-04	4.602974e-04	2.376661e-04
0.031706      	4.161945e-03	2.858520e-04	5.809394e-04	4.597680e-04	2.374183e-04
0.031707      	4.127373e-03	2.863732e-04	5.814528e-04	4.589043e-04	2.371708e-04
0.031708      	4.100370e-03	2.868641e-04	5.818842e-04	4.595361e-04	2.369264e-04
0.031709      	4.067939e-03	2.873870e-04	5.823004e-04	4.587877e-04	2.366795e-04
0.03171       	4.043928e-03	2.878685e-04	5.826690e-04	4.579502e-04	2.364412e-04
0.031711      	4.016101e-03	2.883317e-04	5.829857e-04	4.573811e-04	2.362182e-04
0.031712      	3.983287e-03	2.888825e-04	5.833244e-04	4.564930e-04	2.359495e-04
0.031713      	3.950059e-03	2.894609e-04	5.837274e-04	4.556938e-04	2.356427e-04
0.031714      	3.918691e-03	2.900641e-04	5.841069e-04	4.550769e-04	2.353211e-04
0.031715      	3.889131e-03	2.906563e-04	5.843580e-04	4.544085e-04	2.349941e-04
0.031716      	3.865066e-03	2.912621e-04	5.845443e-04	4.536288e-04	2.346530e-04
0.031717      	3.831746e-03	2.918832e-04	5.846718e-04	4.529183e-04	2.343351e-04
0.031718      	3.801661e-03	2.924880e-04	5.847379e-04	4.522183e-04	2.340416e-04
0.031719      	3.771293e-03	2.930686e-04	5.847527e-04	4.516091e-04	2.337585e-04
0.03172       	3.772768e-03	2.936268e-04	5.847154e-04	4.509187e-04	2.335233e-04
0.031721      	3.732571e-03	2.942538e-04	5.847257e-04	4.502031e-04	2.333204e-04
0.031722      	3.696254e-03	2.950736e-04	5.848228e-04	4.495934e-04	2.331351e-04
0.031723      	3.655936e-03	2.958583e-04	5.849771e-04	4.489796e-04	2.329857e-04
0.031724      	3.624545e-03	2.965398e-04	5.852558e-04	4.485753e-04	2.329230e-04
0.031725      	3.584109e-03	2.970853e-04	5.856637e-04	4.480918e-04	2.329923e-04
0.031726      	3.549933e-03	2.975673e-04	5.860586e-04	4.475164e-04	2.333262e-04
0.031727      	3.510227e-03	2.980428e-04	5.864073e-04	4.470536e-04	2.337512e-04
0.031728      	3.471369e-03	2.985463e-04	5.868005e-04	4.465216e-04	2.341830e-04
0.031729      	3.439535e-03	2.990460e-04	5.872807e-04	4.458291e-04	2.345961e-04
0.03173       	3.411738e-03	2.995062e-04	5.877365e-04	4.452027e-04	2.350406e-04
0.031731      	3.375216e-03	3.000248e-04	5.882060e-04	4.446210e-04	2.355689e-04
0.031732      	3.340385e-03	3.006133e-04	5.886407e-04	4.440878e-04	2.360790e-04
0.031733      	3.306651e-03	3.012049e-04	5.890096e-04	4.428075e-04	2.365730e-04
0.031734      	3.277399e-03	3.018506e-04	5.893362e-04	4.437800e-04	2.371144e-04
0.031735      	3.242772e-03	3.025152e-04	5.896227e-04	4.431680e-04	2.376762e-04
0.031736      	3.213032e-03	3.031400e-04	5.898294e-04	4.425825e-04	2.382134e-04
0.031737      	3.183607e-03	3.037186e-04	5.899877e-04	4.420458e-04	2.387426e-04
0.031738      	3.154620e-03	3.042640e-04	5.901088e-04	4.419355e-04	2.392702e-04
0.031739      	3.128475e-03	3.047981e-04	5.901915e-04	4.413016e-04	2.397859e-04
0.03174       	3.102339e-03	3.053412e-04	5.902688e-04	4.405766e-04	2.403062e-04
0.031741      	3.076290e-03	3.058178e-04	5.903647e-04	4.397760e-04	2.408260e-04
0.031742      	3.046354e-03	3.062684e-04	5.903870e-04	4.390501e-04	2.413842e-04
0.031743      	3.031422e-03	3.066746e-04	5.903449e-04	4.382500e-04	2.418937e-04
0.031744      	3.008029e-03	3.070983e-04	5.902402e-04	4.376185e-04	2.423940e-04
0.031745      	2.982939e-03	3.075030e-04	5.900893e-04	4.368355e-04	2.428713e-04
0.031746      	2.958050e-03	3.078746e-04	5.899393e-04	4.359556e-04	2.433486e-04
0.031747      	2.933877e-03	3.082285e-04	5.897864e-04	4.353365e-04	2.438185e-04
0.031748      	2.901883e-03	3.086033e-04	5.896686e-04	4.344627e-04	2.442638e-04
0.031749      	2.881129e-03	3.089363e-04	5.895450e-04	4.334803e-04	2.447177e-04
0.03175       	2.859131e-03	3.092280e-04	5.895114e-04	4.325397e-04	2.453187e-04
0.031751      	2.837895e-03	3.095077e-04	5.895737e-04	4.315460e-04	2.459048e-04
0.031752      	2.812867e-03	3.097604e-04	5.896748e-04	4.306894e-04	2.464810e-04
0.031753      	2.796209e-03	3.099597e-04	5.898695e-04	4.296928e-04	2.470615e-04
0.031754      	2.770829e-03	3.101235e-04	5.901313e-04	4.286825e-04	2.476687e-04
0.031755      	2.754651e-03	3.102722e-04	5.903900e-04	4.276080e-04	2.483033e-04
0.031756      	2.732936e-03	3.103910e-04	5.905863e-04	4.264795e-04	2.489774e-04
0.031757      	2.708784e-03	3.104955e-04	5.908093e-04	4.254106e-04	2.496298e-04
0.031758      	2.689754e-03	3.105685e-04	5.910873e-04	4.243207e-04	2.502581e-04
0.031759      	2.668779e-03	3.106413e-04	5.912762e-04	4.238094e-04	2.509099e-04
0.03176       	2.648760e-03	3.107904e-04	5.914305e-04	4.231748e-04	2.515426e-04
0.031761      	2.625432e-03	3.109857e-04	5.915251e-04	4.225681e-04	2.521453e-04
0.031762      	2.609815e-03	3.112026e-04	5.916258e-04	4.218610e-04	2.527437e-04
0.031763      	2.589126e-03	3.114320e-04	5.917246e-04	4.212006e-04	2.533624e-04
0.031764      	2.565927e-03	3.116937e-04	5.917855e-04	4.205605e-04	2.540067e-04
0.031765      	2.549434e-03	3.119513e-04	5.917515e-04	4.208773e-04	2.546461e-04
0.031766      	2.539863e-03	3.122190e-04	5.916108e-04	4.202321e-04	2.552684e-04
0.031767      	2.530997e-03	3.124993e-04	5.915137e-04	4.196103e-04	2.558858e-04
0.031768      	2.518645e-03	3.127887e-04	5.914145e-04	4.191980e-04	2.565343e-04
0.031769      	2.508460e-03	3.130396e-04	5.912190e-04	4.188566e-04	2.572797e-04
0.03177       	2.495938e-03	3.132669e-04	5.909710e-04	4.184583e-04	2.580605e-04
0.031771      	2.483325e-03	3.134609e-04	5.907433e-04	4.181397e-04	2.588739e-04
0.031772      	2.470670e-03	3.136449e-04	5.904632e-04	4.177143e-04	2.597243e-04
0.031773      	2.450103e-03	3.138354e-04	5.901887e-04	4.173607e-04	2.606258e-04
0.031774      	2.437569e-03	3.140154e-04	5.899297e-04	4.169833e-04	2.615815e-04
0.031775      	2.425323e-03	3.141803e-04	5.897222e-04	4.166609e-04	2.626219e-04
0.031776      	2.410075e-03	3.143025e-04	5.895541e-04	4.161850e-04	2.637231e-04
0.031777      	2.393140e-03	3.144015e-04	5.893979e-04	4.158849e-04	2.648586e-04
0.031778      	2.385339e-03	3.144852e-04	5.892835e-04	4.154055e-04	2.659945e-04
0.031779      	2.373247e-03	3.146178e-04	5.891544e-04	4.149831e-04	2.670892e-04
0.03178       	2.371052e-03	3.147489e-04	5.889790e-04	4.147187e-04	2.681289e-04
0.031781      	2.364697e-03	3.148964e-04	5.887124e-04	4.144248e-04	2.691528e-04
0.031782      	2.359379e-03	3.150443e-04	5.883760e-04	4.141093e-04	2.701737e-04
0.031783      	2.357877e-03	3.151831e-04	5.879905e-04	4.138321e-04	2.711791e-04
0.031784      	2.356661e-03	3.153077e-04	5.875725e-04	4.136876e-04	2.721475e-04
0.031785      	2.361638e-03	3.154430e-04	5.871947e-04	4.150248e-04	2.730391e-04
0.031786      	2.376201e-03	3.155969e-04	5.868730e-04	4.150373e-04	2.739595e-04
0.031787      	2.381935e-03	3.157214e-04	5.864821e-04	4.148043e-04	2.748563e-04
0.031788      	2.392023e-03	3.158581e-04	5.859611e-04	4.147513e-04	2.757345e-04
0.031789      	2.403898e-03	3.159564e-04	5.853211e-04	4.148377e-04	2.769166e-04
0.03179       	2.422614e-03	3.160298e-04	5.846063e-04	4.151799e-04	2.780894e-04
0.031791      	2.447245e-03	3.160924e-04	5.838337e-04	4.151418e-04	2.792459e-04
0.031792      	2.468504e-03	3.161422e-04	5.830298e-04	4.149636e-04	2.803848e-04
0.031793      	2.495328e-03	3.161864e-04	5.822464e-04	4.148641e-04	2.815013e-04
0.031794      	2.524283e-03	3.162121e-04	5.814800e-04	4.146315e-04	2.826072e-04
0.031795      	2.553850e-03	3.162535e-04	5.807707e-04	4.142240e-04	2.836738e-04
0.031796      	2.589932e-03	3.162850e-04	5.800859e-04	4.137315e-04	2.847134e-04
0.031797      	2.627896e-03	3.162543e-04	5.794778e-04	4.137997e-04	2.857313e-04
0.031798      	2.664587e-03	3.162103e-04	5.789599e-04	4.133971e-04	2.866826e-04
0.031799      	2.709032e-03	3.161264e-04	5.785539e-04	4.130760e-04	2.875959e-04
0.0318        	2.745918e-03	3.159927e-04	5.782422e-04	4.126534e-04	2.885009e-04
0.031801      	2.774024e-03	3.158240e-04	5.779457e-04	4.123183e-04	2.893884e-04
0.031802      	2.808950e-03	3.156054e-04	5.776647e-04	4.120183e-04	2.902716e-04
0.031803      	2.845796e-03	3.153643e-04	5.773953e-04	4.117672e-04	2.911335e-04
0.031804      	2.881538e-03	3.151302e-04	5.771773e-04	4.114724e-04	2.919786e-04
0.031805      	2.923973e-03	3.148961e-04	5.770097e-04	4.113278e-04	2.928140e-04
0.031806      	2.958695e-03	3.146463e-04	5.768701e-04	4.112632e-04	2.936598e-04
0.031807      	2.988607e-03	3.143842e-04	5.767050e-04	4.111277e-04	2.944656e-04
0.031808      	3.026199e-03	3.141031e-04	5.765247e-04	4.110899e-04	2.952655e-04
0.031809      	3.069915e-03	3.137512e-04	5.763819e-04	4.112454e-04	2.960494e-04
0.03181       	3.102148e-03	3.133372e-04	5.762446e-04	4.111852e-04	2.967739e-04
0.031811      	3.133758e-03	3.128993e-04	5.761178e-04	4.111104e-04	2.975497e-04
0.031812      	3.164314e-03	3.124671e-04	5.759993e-04	4.111848e-04	2.984139e-04
0.031813      	3.209566e-03	3.120321e-04	5.759152e-04	4.110719e-04	2.992500e-04
0.031814      	3.244845e-03	3.116088e-04	5.757714e-04	4.109996e-04	3.000533e-04
0.031815      	3.274672e-03	3.112308e-04	5.755978e-04	4.107229e-04	3.008238e-04
0.031816      	3.303516e-03	3.108137e-04	5.754421e-04	4.107521e-04	3.015786e-04
0.031817      	3.332213e-03	3.104323e-04	5.752284e-04	4.112039e-04	3.023120e-04
0.031818      	3.365352e-03	3.099935e-04	5.749677e-04	4.115045e-04	3.030143e-04
0.031819      	3.398483e-03	3.095486e-04	5.746183e-04	4.117501e-04	3.036812e-04
0.03182       	3.429848e-03	3.091036e-04	5.742098e-04	4.130964e-04	3.042942e-04
0.031821      	3.465368e-03	3.087182e-04	5.737015e-04	4.133172e-04	3.048668e-04
0.031822      	3.500222e-03	3.083425e-04	5.731407e-04	4.135335e-04	3.053951e-04
0.031823      	3.545518e-03	3.079927e-04	5.725301e-04	4.136017e-04	3.059022e-04
0.031824      	3.579729e-03	3.076730e-04	5.719341e-04	4.136772e-04	3.063907e-04
0.031825      	3.605753e-03	3.073915e-04	5.713512e-04	4.139084e-04	3.069011e-04
0.031826      	3.631974e-03	3.071384e-04	5.707562e-04	4.142586e-04	3.073954e-04
0.031827      	3.670272e-03	3.068831e-04	5.700524e-04	4.142724e-04	3.080394e-04
0.031828      	3.700532e-03	3.065958e-04	5.693191e-04	4.142540e-04	3.088775e-04
0.031829      	3.734312e-03	3.062859e-04	5.686178e-04	4.142321e-04	3.096740e-04
0.03183       	3.766571e-03	3.059671e-04	5.679582e-04	4.142839e-04	3.104338e-04
0.031831      	3.798682e-03	3.056351e-04	5.672289e-04	4.143653e-04	3.111579e-04
0.031832      	3.829636e-03	3.052583e-04	5.665245e-04	4.144599e-04	3.118359e-04
0.031833      	3.858368e-03	3.048418e-04	5.657735e-04	4.145471e-04	3.124765e-04
0.031834      	3.890843e-03	3.043770e-04	5.650032e-04	4.146461e-04	3.130563e-04
0.031835      	3.924821e-03	3.038546e-04	5.643162e-04	4.146420e-04	3.136186e-04
0.031836      	3.965104e-03	3.033002e-04	5.636522e-04	4.145541e-04	3.141554e-04
0.031837      	3.998778e-03	3.027567e-04	5.629976e-04	4.144741e-04	3.146725e-04
0.031838      	4.032483e-03	3.021869e-04	5.623781e-04	4.144019e-04	3.151603e-04
0.031839      	4.065052e-03	3.015955e-04	5.617552e-04	4.143013e-04	3.156232e-04
0.03184       	4.099476e-03	3.010190e-04	5.611465e-04	4.142824e-04	3.160554e-04
0.031841      	4.137724e-03	3.004365e-04	5.604988e-04	4.144012e-04	3.164677e-04
0.031842      	4.167237e-03	2.998735e-04	5.599138e-04	4.142782e-04	3.168612e-04
0.031843      	4.203712e-03	2.993356e-04	5.593657e-04	4.142542e-04	3.172537e-04
0.031844      	4.241310e-03	2.987839e-04	5.588389e-04	4.142036e-04	3.176178e-04
0.031845      	4.276108e-03	2.982126e-04	5.583100e-04	4.142319e-04	3.179632e-04
0.031846      	4.306653e-03	2.976232e-04	5.578371e-04	4.151953e-04	3.182972e-04
0.031847      	4.343889e-03	2.970019e-04	5.573835e-04	4.153465e-04	3.186016e-04
0.031848      	4.392537e-03	2.963768e-04	5.570364e-04	4.151685e-04	3.188718e-04
0.031849      	4.431295e-03	2.957454e-04	5.568378e-04	4.150611e-04	3.191129e-04
0.03185       	4.472460e-03	2.950882e-04	5.566585e-04	4.150214e-04	3.193174e-04
0.031851      	4.500399e-03	2.944547e-04	5.564417e-04	4.148604e-04	3.194991e-04
0.031852      	4.529755e-03	2.938211e-04	5.562268e-04	4.146716e-04	3.196689e-04
0.031853      	4.570244e-03	2.931869e-04	5.560033e-04	4.146557e-04	3.198372e-04
0.031854      	4.601700e-03	2.925234e-04	5.557277e-04	4.145890e-04	3.199744e-04
0.031855      	4.671448e-03	2.918982e-04	5.552646e-04	4.146765e-04	3.200850e-04
0.031856      	4.701065e-03	2.913097e-04	5.547982e-04	4.149665e-04	3.201666e-04
0.031857      	4.739277e-03	2.906994e-04	5.546291e-04	4.149870e-04	3.202246e-04
0.031858      	4.772261e-03	2.900198e-04	5.545201e-04	4.148458e-04	3.202472e-04
0.031859      	4.797916e-03	2.893075e-04	5.544022e-04	4.147004e-04	3.202490e-04
0.03186       	4.830956e-03	2.885681e-04	5.542959e-04	4.145377e-04	3.202298e-04
0.031861      	4.866633e-03	2.878346e-04	5.542511e-04	4.144671e-04	3.201495e-04
0.031862      	4.910321e-03	2.871414e-04	5.541886e-04	4.143760e-04	3.200133e-04
0.031863      	4.943735e-03	2.864223e-04	5.541122e-04	4.142188e-04	3.198690e-04
0.031864      	4.976208e-03	2.856991e-04	5.539495e-04	4.144619e-04	3.196938e-04
0.031865      	5.009255e-03	2.849477e-04	5.537072e-04	4.145244e-04	3.194920e-04
0.031866      	5.042862e-03	2.841271e-04	5.534047e-04	4.144531e-04	3.192352e-04
0.031867      	5.080502e-03	2.832799e-04	5.530562e-04	4.144311e-04	3.189612e-04
0.031868      	5.119684e-03	2.824146e-04	5.527321e-04	4.143979e-04	3.188985e-04
0.031869      	5.146018e-03	2.815334e-04	5.525657e-04	4.141811e-04	3.189197e-04
0.03187       	5.174687e-03	2.806101e-04	5.523931e-04	4.139817e-04	3.189157e-04
0.031871      	5.205236e-03	2.796877e-04	5.521861e-04	4.137815e-04	3.189216e-04
0.031872      	5.233651e-03	2.787769e-04	5.518900e-04	4.137369e-04	3.189174e-04
0.031873      	5.267231e-03	2.778684e-04	5.515238e-04	4.136476e-04	3.188813e-04
0.031874      	5.298640e-03	2.769751e-04	5.511766e-04	4.136602e-04	3.187998e-04
0.031875      	5.340363e-03	2.761101e-04	5.509184e-04	4.137837e-04	3.187658e-04
0.031876      	5.379710e-03	2.752651e-04	5.505816e-04	4.137063e-04	3.188032e-04
0.031877      	5.409892e-03	2.744814e-04	5.501876e-04	4.137229e-04	3.188330e-04
0.031878      	5.442385e-03	2.737612e-04	5.497354e-04	4.141573e-04	3.188417e-04
0.031879      	5.480744e-03	2.730615e-04	5.492549e-04	4.144999e-04	3.188571e-04
0.03188       	5.518488e-03	2.723955e-04	5.487689e-04	4.145519e-04	3.188462e-04
0.031881      	5.558690e-03	2.717352e-04	5.482832e-04	4.145596e-04	3.188635e-04
0.031882      	5.601867e-03	2.711013e-04	5.477297e-04	4.151558e-04	3.188593e-04
0.031883      	5.658373e-03	2.705080e-04	5.471746e-04	4.154425e-04	3.188271e-04
0.031884      	5.685406e-03	2.699388e-04	5.466034e-04	4.155066e-04	3.187619e-04
0.031885      	5.716156e-03	2.693445e-04	5.460495e-04	4.156572e-04	3.186641e-04
0.031886      	5.744711e-03	2.687547e-04	5.454443e-04	4.156142e-04	3.185322e-04
