# PROC_ID	PARCEL_ID	CellI	X	Y	Z	p	Ux	Uy	Uz	T	C3H8	CO2	H2O	N2	O2
2	60	2473	-0.0239999	0.012	0.0005	103875	10.2908	0.0591621	0	288.386	1	4.09855e-43	2.23697e-43	0	7.80462e-29
2	61	222	0.0228338	0.00540852	0.0005	102321	28.3244	-2.19787	0	324.461	0.255003	1.22275e-07	6.67371e-08	0.573648	0.171349
2	62	305	0.0253627	0.00764703	0.0005	102349	26.5424	3.64968	0	314.162	0.175668	1.17362e-07	6.40555e-08	0.634735	0.189596
2	63	263	0.0239973	0.00676462	0.0005	102319	28.5985	0.0525061	0	340.287	0.316538	2.56612e-07	1.40058e-07	0.526266	0.157196
2	64	577	0.0174221	0.0140826	0.0005	102366	19.1094	1.69398	0	575.107	0.657525	1.87619e-05	1.02401e-05	0.263701	0.078745
2	65	617	0.0173488	0.0157271	0.0005	102371	17.7246	1.71975	0	554.645	0.729274	8.58888e-06	4.68778e-06	0.208456	0.0622558
2	66	733	0.0133681	0.0180679	0.0005	102462	18.8906	1.19894	0	386.585	0.594652	4.30218e-08	2.34811e-08	0.312118	0.09323
2	67	2573	-0.0239999	0.017	0.0005	103870	10.2913	-0.0537648	0	288.385	1	7.92741e-44	4.32675e-44	0	1.26997e-29
2	98	2473	-0.0239999	0.012	0.0005	103875	10.2908	0.0591621	0	288.386	1	4.09855e-43	2.23697e-43	0	7.80462e-29
2	99	289	0.00950261	0.00745961	0.0005	102205	29.1362	-3.85942	0	307.148	0.325566	5.09316e-11	2.77982e-11	0.519314	0.15512
2	100	262	0.0228167	0.00631859	0.0005	102324	28.1006	-3.74392	0	364.149	0.330183	3.9545e-07	2.15835e-07	0.515759	0.154057
2	101	499	0.0191482	0.0121831	0.0005	102339	24.5978	-1.94591	0	573.58	0.477798	2.65851e-05	1.45101e-05	0.402089	0.120072
2	102	655	0.0158185	0.0166334	0.0005	102424	21.8525	4.61928	0	528.871	0.793405	3.17444e-06	1.7326e-06	0.159078	0.0475129
2	103	696	0.0160378	0.0175791	0.0005	102400	17.9961	5.63514	0	482.658	0.801409	7.44915e-07	4.06572e-07	0.152915	0.0456749
2	104	688	0.0082416	0.0170278	0.0005	102470	10.0384	2.6469	0	372.227	0.611531	2.27577e-09	1.24211e-09	0.299121	0.0893479
2	105	2573	-0.0239999	0.017	0.0005	103870	10.2913	-0.0537648	0	288.385	1	7.92741e-44	4.32675e-44	0	1.26997e-29
2	136	2473	-0.0239999	0.012	0.0005	103875	10.2908	0.0591621	0	288.386	1	4.09855e-43	2.23697e-43	0	7.80462e-29
2	137	288	0.00824105	0.00744647	0.0005	102183	26.7154	-7.83669	0	315.433	0.345836	6.46968e-11	3.53112e-11	0.503706	0.150458
2	138	527	0.00748666	0.0134593	0.0005	102436	15.9811	1.51287	0	491.669	0.72897	1.11673e-07	6.09508e-08	0.208693	0.0623368
2	139	648	0.00843429	0.0160876	0.0005	102475	12.7538	3.69122	0	477.513	0.787152	1.22243e-08	6.67195e-09	0.163893	0.048955
2	140	649	0.0091123	0.0166023	0.0005	102454	13.635	2.58835	0	500.824	0.769282	7.74079e-08	4.22489e-08	0.177653	0.0530651
