# PROC_ID PARCEL_ID CellI X Y Z p Ux Uy Uz T C3H8 CO2 H2O N2 O2 largest_pointer wherePositive largest_pointerWP
2.000000e+00 1.190000e+02 2.573000e+03 1.174690e-01 4.979820e-02 5.000000e-04 1.123020e+05 1.563830e+01 8.582090e-01 0.000000e+00 3.077010e+02 2.379520e-01 5.308030e-03 2.897100e-03 5.854060e-01 1.684360e-01 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 1.570000e+02 2.572000e+03 1.163420e-01 4.976750e-02 5.000000e-04 1.124150e+05 1.605760e+01 5.214830e-01 0.000000e+00 3.059530e+02 2.294490e-01 6.167390e-03 3.366140e-03 5.917330e-01 1.692850e-01 6.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 4.220000e+02 2.285000e+03 1.411150e-01 4.386340e-02 5.000000e-04 1.116790e+05 4.921480e+01 -1.388100e+00 0.000000e+00 1.440700e+03 1.902700e-01 1.445960e-01 7.891990e-02 5.862140e-01 1.222390e-09 6.000000e+00 1.000000e+00 7.000000e+00
2.000000e+00 1.950000e+02 2.484000e+03 1.325170e-01 4.786160e-02 5.000000e-04 1.117360e+05 3.223680e+01 -1.014000e+00 0.000000e+00 1.548890e+03 2.200820e-01 1.389240e-01 7.582430e-02 5.647520e-01 4.178090e-04 6.000000e+00 1.000000e+00 7.000000e+00
2.000000e+00 2.850000e+02 2.587000e+03 1.315170e-01 4.931610e-02 5.000000e-04 1.117360e+05 2.423880e+01 -1.275140e+00 0.000000e+00 3.914340e+02 2.465540e-01 3.750820e-02 2.047180e-02 5.704420e-01 1.250230e-01 1.000000e+01 0.000000e+00 0.000000e+00
2.000000e+00 5.060000e+02 2.581000e+03 1.255970e-01 4.949840e-02 5.000000e-04 1.116250e+05 1.710200e+01 7.185500e-01 0.000000e+00 3.420690e+02 2.686340e-01 1.431480e-02 7.812980e-03 5.594400e-01 1.497980e-01 8.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 5.050000e+02 2.534000e+03 1.307830e-01 4.851800e-02 5.000000e-04 1.117560e+05 2.700210e+01 3.817610e+00 0.000000e+00 5.024100e+02 2.611320e-01 2.883790e-02 1.573960e-02 5.614670e-01 1.328240e-01 1.000000e+01 0.000000e+00 0.000000e+00
2.000000e+00 2.660000e+02 2.571000e+03 1.156690e-01 4.967680e-02 5.000000e-04 1.123470e+05 1.611260e+01 3.064030e-01 0.000000e+00 3.052060e+02 2.233340e-01 7.134010e-03 3.893710e-03 5.961920e-01 1.694460e-01 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 5.030000e+02 2.331000e+03 1.357100e-01 4.494660e-02 5.000000e-04 1.118730e+05 3.720010e+01 -1.942530e+00 0.000000e+00 1.468140e+03 2.051340e-01 1.419310e-01 7.746550e-02 5.754690e-01 1.833270e-10 6.000000e+00 1.000000e+00 7.000000e+00
2.000000e+00 4.760000e+02 2.385000e+03 1.370360e-01 4.581860e-02 5.000000e-04 1.117870e+05 3.743780e+01 -4.067840e+00 0.000000e+00 1.437410e+03 2.085440e-01 1.413240e-01 7.713400e-02 5.729970e-01 5.675740e-07 6.000000e+00 1.000000e+00 7.000000e+00
2.000000e+00 5.500000e+02 2.436000e+03 1.366500e-01 4.616340e-02 5.000000e-04 1.117200e+05 3.221410e+01 -5.684440e+00 0.000000e+00 1.435890e+03 2.077610e-01 1.414470e-01 7.720140e-02 5.735710e-01 1.941830e-05 6.000000e+00 1.000000e+00 7.000000e+00
2.000000e+00 5.350000e+02 2.539000e+03 1.356720e-01 4.868670e-02 5.000000e-04 1.116470e+05 2.715670e+01 3.593730e-01 0.000000e+00 5.126330e+02 2.266240e-01 6.466000e-02 3.529110e-02 5.787920e-01 9.463290e-02 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 5.370000e+02 2.539000e+03 1.354010e-01 4.853080e-02 5.000000e-04 1.116470e+05 2.715670e+01 3.593730e-01 0.000000e+00 5.126330e+02 2.266240e-01 6.466000e-02 3.529110e-02 5.787920e-01 9.463290e-02 9.000000e+00 0.000000e+00 0.000000e+00
2.000000e+00 5.420000e+02 2.544000e+03 1.400550e-01 4.843130e-02 5.000000e-04 1.114780e+05 2.003330e+01 -1.446340e+00 0.000000e+00 6.633440e+02 1.935640e-01 9.147620e-02 4.992730e-02 5.973550e-01 6.767730e-02 6.000000e+00 0.000000e+00 0.000000e+00
