# PROC_ID	PARCEL_ID	CellI	X	Y	Z	p	Ux	Uy	Uz	T	C3H8	CO2	H2O	N2	O2
2	119	2573	0.117469	0.0497982	0.0005	112302	15.6383	0.858209	0	307.701	0.237952	0.00530803	0.0028971	0.585406	0.168436
2	157	2572	0.116342	0.0497675	0.0005	112415	16.0576	0.521483	0	305.953	0.229449	0.00616739	0.00336614	0.591733	0.169285
2	422	2285	0.141115	0.0438634	0.0005	111679	49.2148	-1.3881	0	1440.7	0.19027	0.144596	0.0789199	0.586214	1.22239e-09
2	195	2484	0.132517	0.0478616	0.0005	111736	32.2368	-1.014	0	1548.89	0.220082	0.138924	0.0758243	0.564752	0.000417809
2	285	2587	0.131517	0.0493161	0.0005	111736	24.2388	-1.27514	0	391.434	0.246554	0.0375082	0.0204718	0.570442	0.125023
2	506	2581	0.125597	0.0494984	0.0005	111625	17.102	0.71855	0	342.069	0.268634	0.0143148	0.00781298	0.55944	0.149798
2	505	2534	0.130783	0.048518	0.0005	111756	27.0021	3.81761	0	502.41	0.261132	0.0288379	0.0157396	0.561467	0.132824
2	266	2571	0.115669	0.0496768	0.0005	112347	16.1126	0.306403	0	305.206	0.223334	0.00713401	0.00389371	0.596192	0.169446
2	503	2331	0.13571	0.0449466	0.0005	111873	37.2001	-1.94253	0	1468.14	0.205134	0.141931	0.0774655	0.575469	1.83327e-10
2	476	2385	0.137036	0.0458186	0.0005	111787	37.4378	-4.06784	0	1437.41	0.208544	0.141324	0.077134	0.572997	5.67574e-07
2	550	2436	0.13665	0.0461634	0.0005	111720	32.2141	-5.68444	0	1435.89	0.207761	0.141447	0.0772014	0.573571	1.94183e-05
2	535	2539	0.135672	0.0486867	0.0005	111647	27.1567	0.359373	0	512.633	0.226624	0.06466	0.0352911	0.578792	0.0946329
2	537	2539	0.135401	0.0485308	0.0005	111647	27.1567	0.359373	0	512.633	0.226624	0.06466	0.0352911	0.578792	0.0946329
2	542	2544	0.140055	0.0484313	0.0005	111478	20.0333	-1.44634	0	663.344	0.193564	0.0914762	0.0499273	0.597355	0.0676773
2	275	2527	0.123236	0.0481997	0.0005	111449	17.8937	-0.43249	0	355.723	0.260482	0.0153307	0.00836746	0.565465	0.150354
2	470	2568	0.112469	0.0496206	0.0005	111978	16.0117	0.313172	0	306.074	0.199942	0.0124838	0.00681363	0.612824	0.167937
2	155	2524	0.120041	0.048773	0.0005	111482	17.6002	-0.942637	0	325.513	0.248237	0.00869157	0.00474382	0.576613	0.161714
2	267	2525	0.121856	0.0482213	0.0005	111379	17.4815	-1.01981	0	332.962	0.252843	0.00942319	0.00514314	0.572876	0.159714
2	536	2282	0.138689	0.0430327	0.0005	111840	44.2114	-1.94451	0	1458.24	0.187606	0.145064	0.0791754	0.588154	8.10094e-11
2	469	2571	0.115455	0.0494079	0.0005	112347	16.1126	0.306403	0	305.206	0.223334	0.00713401	0.00389371	0.596192	0.169446
2	198	2478	0.1263	0.0471228	0.0005	111802	21.4592	2.04373	0	511.736	0.246655	0.0408569	0.0222995	0.569527	0.120661
2	230	2471	0.119866	0.0479053	0.0005	111876	19.6368	1.04655	0	391.99	0.231578	0.0283608	0.0154792	0.584371	0.140211
2	428	2426	0.126725	0.0466706	0.0005	111773	21.6211	0.899561	0	1012.79	0.184445	0.116073	0.063352	0.598069	0.0380611
2	468	2571	0.115931	0.0492072	0.0005	112347	16.1126	0.306403	0	305.206	0.223334	0.00713401	0.00389371	0.596192	0.169446
2	467	2572	0.116133	0.0491631	0.0005	112415	16.0576	0.521483	0	305.953	0.229449	0.00616739	0.00336614	0.591733	0.169285
2	471	2569	0.113137	0.0494553	0.0005	111988	15.9919	0.270425	0	305.088	0.210125	0.00988614	0.00539582	0.605653	0.16894
2	429	2469	0.117122	0.0471621	0.0005	111886	20.3749	0.857236	0	382.884	0.222031	0.0302702	0.0165214	0.59123	0.139947
2	717	100	0.140967	0.00105174	0.0005	111906	44.6355	-0.277427	0	396.896	0.00339505	0.0209431	0.0114307	0.761999	0.202232
2	716	48	0.140529	0.000864684	0.0005	111880	42.9697	-0.096345	0	307.647	0.00231874	0.00516023	0.00281643	0.766888	0.222817
2	715	48	0.140372	0.000815906	0.0005	111880	42.9697	-0.096345	0	307.647	0.00231874	0.00516023	0.00281643	0.766888	0.222817
2	714	47	0.139617	0	0.0005	111877	42.8636	0.00493472	0	306.507	0.00219777	0.00514386	0.0028075	0.766985	0.222866
2	472	2566	0.110227	0.0493155	0.0005	111998	17.0811	0.502358	0	310.962	0.184882	0.0183796	0.0100315	0.6229	0.163807
2	464	2467	0.115561	0.047584	0.0005	111989	20.8784	-0.459091	0	445.495	0.187904	0.0468759	0.0255847	0.613232	0.126403
2	154	2465	0.113745	0.0477988	0.0005	112097	23.0791	-1.0577	0	580.727	0.169813	0.0618803	0.033774	0.623305	0.111228
